START_TIME, END_TIME, CHAMBER, RECIPE, LOT_ID, WAFER_ID, SLOT_NUM
12/2/2016 9:20:37 AM,12/2/2016 9:21:51 AM,SDC1,AVacPrewet,notspecified,notspecified,0
DATE_TIME, Manometer1000,Manometer100,
12/2/2016 9:20:38 AM,753.5,100,
12/2/2016 9:20:39 AM,753.1,100,
12/2/2016 9:20:40 AM,707.3,100,
12/2/2016 9:20:41 AM,445.2,100,
12/2/2016 9:20:42 AM,217.1,99.9,
12/2/2016 9:20:43 AM,119.6,99.9,
12/2/2016 9:20:44 AM,79,84.7,
12/2/2016 9:20:45 AM,56.6,59.6,
12/2/2016 9:20:46 AM,44.7,45.1,
12/2/2016 9:20:47 AM,38.2,37.6,
12/2/2016 9:20:48 AM,33.9,32.7,
12/2/2016 9:20:49 AM,30.8,27.6,
12/2/2016 9:20:50 AM,28.6,26.4,
12/2/2016 9:20:51 AM,27.2,25.4,
12/2/2016 9:20:52 AM,26,24.5,
12/2/2016 9:20:53 AM,25.2,23.9,
12/2/2016 9:20:54 AM,24.6,23.5,
12/2/2016 9:20:55 AM,24.1,23.1,
12/2/2016 9:20:56 AM,23.6,22.1,
12/2/2016 9:20:57 AM,22.7,21,
12/2/2016 9:20:58 AM,21.7,20.3,
12/2/2016 9:20:59 AM,21.6,24.2,
12/2/2016 9:21:01 AM,25.2,24.2,
12/2/2016 9:21:02 AM,26.3,26.1,
12/2/2016 9:21:03 AM,26.6,26.2,
12/2/2016 9:21:04 AM,114.4,26.3,
12/2/2016 9:21:05 AM,515.2,81.6,
12/2/2016 9:21:06 AM,579.9,100,
12/2/2016 9:21:07 AM,661,100,
12/2/2016 9:21:08 AM,716.8,100,
12/2/2016 9:21:09 AM,741.5,100,
12/2/2016 9:21:10 AM,745.5,100,
12/2/2016 9:21:11 AM,745.9,100,
12/2/2016 9:21:12 AM,745.9,100,
12/2/2016 9:21:13 AM,745.9,100,
12/2/2016 9:21:14 AM,746.5,100,
12/2/2016 9:21:15 AM,773.2,100,
12/2/2016 9:21:16 AM,762.6,100,
12/2/2016 9:21:17 AM,760.4,100,
12/2/2016 9:21:18 AM,760.9,100,
12/2/2016 9:21:19 AM,762,100,
12/2/2016 9:21:20 AM,762.6,100,
12/2/2016 9:21:21 AM,762.7,100,
12/2/2016 9:21:22 AM,762.7,100,
12/2/2016 9:21:23 AM,762.8,100,
12/2/2016 9:21:24 AM,762.6,100,
12/2/2016 9:21:25 AM,762.4,100,
12/2/2016 9:21:26 AM,762.4,100,
12/2/2016 9:21:27 AM,762.3,100,
12/2/2016 9:21:28 AM,762.4,100,
12/2/2016 9:21:29 AM,762.5,100,
12/2/2016 9:21:30 AM,762.5,100,
12/2/2016 9:21:31 AM,762.4,100,
12/2/2016 9:21:32 AM,762.4,100,
12/2/2016 9:21:33 AM,762.3,100,
12/2/2016 9:21:34 AM,762.2,100,
12/2/2016 9:21:35 AM,762.1,100,
12/2/2016 9:21:36 AM,762.5,100,
12/2/2016 9:21:37 AM,762.6,100,
12/2/2016 9:21:38 AM,762.6,100,
12/2/2016 9:21:39 AM,762.6,100,
12/2/2016 9:21:40 AM,762.6,100,
12/2/2016 9:21:41 AM,762.6,100,
12/2/2016 9:21:42 AM,762.6,100,
12/2/2016 9:21:43 AM,762.5,100,
12/2/2016 9:21:44 AM,753.8,100,
12/2/2016 9:21:45 AM,745.7,100,
12/2/2016 9:21:46 AM,745.6,100,
12/2/2016 9:21:47 AM,745.6,100,
12/2/2016 9:21:48 AM,745.6,100,
12/2/2016 9:21:49 AM,745.6,100,
12/2/2016 9:21:50 AM,745.5,100,
12/2/2016 9:21:51 AM,745.6,100,
12/2/2016 9:21:52 AM,745.6,100,
