START_TIME, END_TIME, CHAMBER, RECIPE, LOT_ID, WAFER_ID, SLOT_NUM
9/24/2016 3:45:44 PM,9/24/2016 3:46:49 PM,SDC1,VacTest,notspecified,notspecified,0
DATE_TIME, Manometer1000,Manometer100,
9/24/2016 3:45:44 PM,693.3,100,
9/24/2016 3:45:45 PM,692.5,100,
9/24/2016 3:45:46 PM,692.3,100,
9/24/2016 3:45:47 PM,692.4,100,
9/24/2016 3:45:48 PM,692.4,100,
9/24/2016 3:45:49 PM,692.5,100,
9/24/2016 3:45:50 PM,479.9,100,
9/24/2016 3:45:51 PM,198.7,100,
9/24/2016 3:45:52 PM,121.9,100,
9/24/2016 3:45:53 PM,83.8,85.7,
9/24/2016 3:45:54 PM,59.1,60.1,
9/24/2016 3:45:55 PM,45,45,
9/24/2016 3:45:56 PM,35.9,35.3,
9/24/2016 3:45:57 PM,30.8,29.3,
9/24/2016 3:45:58 PM,26.8,25.1,
9/24/2016 3:45:59 PM,23.1,22.1,
9/24/2016 3:46:00 PM,20.6,19.6,
9/24/2016 3:46:01 PM,18.7,17.9,
9/24/2016 3:46:02 PM,17.4,16.7,
9/24/2016 3:46:03 PM,16.3,15.8,
9/24/2016 3:46:04 PM,15.4,15,
9/24/2016 3:46:05 PM,14.8,14.5,
9/24/2016 3:46:06 PM,14.3,14,
9/24/2016 3:46:07 PM,13.9,13.7,
9/24/2016 3:46:08 PM,13.6,13.4,
9/24/2016 3:46:09 PM,13.3,13.2,
9/24/2016 3:46:10 PM,13.1,13,
9/24/2016 3:46:11 PM,13,12.9,
9/24/2016 3:46:12 PM,12.8,12.7,
9/24/2016 3:46:13 PM,12.7,12.7,
9/24/2016 3:46:14 PM,12.7,12.6,
9/24/2016 3:46:15 PM,12.8,12.9,
9/24/2016 3:46:16 PM,13.5,13.6,
9/24/2016 3:46:17 PM,13.6,13.5,
9/24/2016 3:46:18 PM,13.5,13.3,
9/24/2016 3:46:19 PM,13.3,13.1,
9/24/2016 3:46:20 PM,256.8,52.2,
9/24/2016 3:46:21 PM,360.1,100,
9/24/2016 3:46:23 PM,366,100,
9/24/2016 3:46:24 PM,371.4,100,
9/24/2016 3:46:25 PM,373.8,100,
9/24/2016 3:46:26 PM,375.4,100,
9/24/2016 3:46:27 PM,376.3,100,
9/24/2016 3:46:28 PM,376.7,100,
9/24/2016 3:46:29 PM,376.8,100,
9/24/2016 3:46:30 PM,376.8,100,
9/24/2016 3:46:31 PM,506.6,100,
9/24/2016 3:46:32 PM,608.9,100,
9/24/2016 3:46:33 PM,667.8,100,
9/24/2016 3:46:34 PM,687.6,100,
9/24/2016 3:46:35 PM,690.7,100,
9/24/2016 3:46:36 PM,691.2,100,
9/24/2016 3:46:37 PM,691.3,100,
9/24/2016 3:46:38 PM,691.3,100,
9/24/2016 3:46:39 PM,691.2,100,
9/24/2016 3:46:40 PM,691.2,100,
9/24/2016 3:46:41 PM,691.1,100,
9/24/2016 3:46:42 PM,691.1,100,
9/24/2016 3:46:43 PM,691.1,100,
9/24/2016 3:46:44 PM,691.1,100,
9/24/2016 3:46:45 PM,691.1,100,
9/24/2016 3:46:46 PM,684.5,100,
9/24/2016 3:46:47 PM,678.2,100,
9/24/2016 3:46:48 PM,675.1,100,
9/24/2016 3:46:49 PM,670.8,100,
