START_TIME, END_TIME, CHAMBER, RECIPE, LOT_ID, WAFER_ID, SLOT_NUM
1/9/2020 8:02:46 AM,1/9/2020 8:13:29 AM,SDC3,200108 Al 35V  200mA,COSMOS-2,notspecified,05
1/9/2020 8:04:06 AM,104,5.1,174.5246,35.01,18.8,0.0823,
1/9/2020 8:04:07 AM,99,5.1,174.5246,35.01,18.8,0.0825,
1/9/2020 8:04:08 AM,96,5.1,174.5246,35.01,18.8,0.0825,
1/9/2020 8:04:09 AM,96,5.1,174.5246,35.01,18.8,0.0809,
1/9/2020 8:04:10 AM,99,5.1,174.5246,35.01,18.8,0.0817,
1/9/2020 8:04:11 AM,99,5,174.5316,35.01,18.8,0.0817,
1/9/2020 8:04:12 AM,100,5,174.5316,35.01,18.8,0.0806,
1/9/2020 8:04:13 AM,99,5,174.5316,35.01,18.8,0.0804,
1/9/2020 8:04:14 AM,100,5,174.5316,35.01,18.8,0.0804,
1/9/2020 8:04:15 AM,95,5,174.5316,35.01,18.8,0.08,
1/9/2020 8:04:16 AM,100,5,174.5384,35.01,18.8,0.0798,
1/9/2020 8:04:17 AM,99,5,174.5384,35.01,18.8,0.0798,
1/9/2020 8:04:18 AM,96,5,174.5384,35.01,18.8,0.0803,
1/9/2020 8:04:19 AM,100,5,174.5384,35.01,18.8,0.0795,
1/9/2020 8:04:20 AM,98,5.1,174.5384,35.01,18.8,0.0795,
1/9/2020 8:04:21 AM,102,5.1,174.5452,35.01,18.8,0.0793,
1/9/2020 8:04:22 AM,99,5.1,174.5452,35.01,18.8,0.0793,
1/9/2020 8:04:23 AM,100,5.1,174.5452,35.01,18.8,0.0784,
1/9/2020 8:04:24 AM,96,5.1,174.5452,35.01,18.8,0.0787,
1/9/2020 8:04:25 AM,95,5,174.5452,35.01,18.8,0.0787,
1/9/2020 8:04:27 AM,98,5,174.5518,35.01,18.8,0.0781,
1/9/2020 8:04:28 AM,100,5.1,174.5518,35.01,18.8,0.0781,
1/9/2020 8:04:29 AM,99,5.1,174.5518,35.01,18.8,0.0781,
1/9/2020 8:04:30 AM,98,5.2,174.5518,35.01,18.8,0.0768,
1/9/2020 8:04:31 AM,100,5.1,174.5518,35.01,18.8,0.0774,
1/9/2020 8:04:32 AM,95,5.1,174.5583,35.01,18.8,0.0774,
1/9/2020 8:04:33 AM,100,5,174.5583,35.01,18.8,0.0762,
1/9/2020 8:04:34 AM,97,5,174.5583,35.01,18.8,0.0766,
1/9/2020 8:04:35 AM,97,5,174.5583,35.01,18.8,0.0766,
1/9/2020 8:04:36 AM,99,5,174.5583,35.01,18.8,0.0754,
1/9/2020 8:04:37 AM,97,5,174.5647,35.01,18.8,0.0763,
1/9/2020 8:04:38 AM,96,5,174.5647,35.01,18.8,0.0763,
1/9/2020 8:04:39 AM,99,5,174.5647,35.01,18.8,0.0749,
1/9/2020 8:04:40 AM,100,5,174.5647,35.01,18.8,0.0755,
1/9/2020 8:04:41 AM,100,5,174.5647,35.01,18.8,0.0755,
1/9/2020 8:04:42 AM,100,5,174.571,35.01,18.8,0.0738,
1/9/2020 8:04:43 AM,100,5,174.571,35.01,18.8,0.0738,
1/9/2020 8:04:44 AM,104,5,174.571,35.01,18.8,0.0746,
1/9/2020 8:04:45 AM,94,5.1,174.571,35.01,18.8,0.0731,
1/9/2020 8:04:46 AM,100,5.1,174.571,35.01,18.8,0.0731,
1/9/2020 8:04:47 AM,99,5.2,174.5772,35.01,18.8,0.0738,
1/9/2020 8:04:48 AM,102,5.1,174.5772,35.01,18.8,0.0727,
1/9/2020 8:04:49 AM,100,5.1,174.5772,35.01,18.8,0.0727,
1/9/2020 8:04:50 AM,99,5.1,174.5772,35.01,18.8,0.073,
1/9/2020 8:04:51 AM,104,5.1,174.5833,35.01,18.8,0.0722,
1/9/2020 8:04:52 AM,99,5.1,174.5833,35.01,18.8,0.0722,
1/9/2020 8:04:53 AM,99,5.1,174.5833,35.01,18.8,0.0722,
1/9/2020 8:04:54 AM,103,5,174.5833,35.01,18.8,0.0716,
1/9/2020 8:04:55 AM,99,5.1,174.5833,35.01,18.8,0.0716,
1/9/2020 8:04:56 AM,98,5.1,174.5894,35.01,18.8,0.0716,
1/9/2020 8:04:57 AM,103,5.2,174.5894,35.01,18.8,0.072,
1/9/2020 8:04:58 AM,96,5.2,174.5894,35.01,18.8,0.072,
1/9/2020 8:04:59 AM,100,5.2,174.5894,35.01,18.8,0.0712,
1/9/2020 8:05:00 AM,102,5.2,174.5894,35.01,18.8,0.0712,
1/9/2020 8:05:01 AM,98,5.2,174.5954,35.01,18.8,0.0716,
1/9/2020 8:05:02 AM,100,5.1,174.5954,35.01,18.8,0.0701,
1/9/2020 8:05:03 AM,99,5.1,174.5954,35.01,18.8,0.0701,
1/9/2020 8:05:04 AM,99,5.3,174.5954,35.01,18.8,0.0709,
1/9/2020 8:05:05 AM,100,5.3,174.5954,35.01,18.8,0.0701,
1/9/2020 8:05:06 AM,101,5.2,174.6013,35.01,18.8,0.0701,
1/9/2020 8:05:07 AM,101,5.2,174.6013,35.01,18.8,0.0705,
1/9/2020 8:05:08 AM,99,5.2,174.6013,35.01,18.8,0.0692,
1/9/2020 8:05:09 AM,100,5.1,174.6013,35.01,18.8,0.0692,
1/9/2020 8:05:10 AM,104,5.1,174.6013,35.01,18.8,0.0695,
1/9/2020 8:05:11 AM,99,5.1,174.6013,35.01,18.8,0.0681,
1/9/2020 8:05:12 AM,98,5.1,174.6073,35.01,18.8,0.0681,
1/9/2020 8:05:13 AM,102,5.1,174.6073,35.01,18.8,0.0687,
1/9/2020 8:05:14 AM,98,5.1,174.6073,35.01,18.8,0.0679,
1/9/2020 8:05:15 AM,100,5.1,174.6073,35.01,18.8,0.0679,
1/9/2020 8:05:16 AM,101,5,174.6073,35.01,18.8,0.0678,
1/9/2020 8:05:17 AM,102,5,174.613,35.01,18.8,0.0678,
1/9/2020 8:05:18 AM,99,5,174.613,35.01,18.8,0.0673,
1/9/2020 8:05:19 AM,95,5.1,174.613,35.01,18.8,0.0678,
1/9/2020 8:05:20 AM,98,5.1,174.613,35.01,18.8,0.0678,
1/9/2020 8:05:21 AM,100,5,174.613,35.01,18.8,0.0665,
1/9/2020 8:05:22 AM,98,5,174.6187,35.01,18.8,0.0668,
1/9/2020 8:05:23 AM,99,5.1,174.6187,35.01,18.8,0.0668,
1/9/2020 8:05:24 AM,98,5,174.6187,35.01,18.8,0.0657,
1/9/2020 8:05:25 AM,99,5,174.6187,35.01,18.8,0.0662,
1/9/2020 8:05:26 AM,98,5,174.6187,35.01,18.8,0.0662,
1/9/2020 8:05:27 AM,101,5,174.6245,35.01,18.8,0.0659,
1/9/2020 8:05:28 AM,99,5,174.6245,35.01,18.8,0.0659,
1/9/2020 8:05:29 AM,95,5,174.6245,35.01,18.8,0.0659,
1/9/2020 8:05:30 AM,98,5,174.6245,35.01,18.8,0.0652,
1/9/2020 8:05:31 AM,99,5,174.6245,35.01,18.8,0.0644,
1/9/2020 8:05:32 AM,97,5,174.6301,35.01,18.8,0.0644,
1/9/2020 8:05:33 AM,97,4.9,174.6301,35.01,18.8,0.0654,
1/9/2020 8:05:34 AM,99,4.9,174.6301,35.01,18.8,0.0646,
1/9/2020 8:05:35 AM,107,5,174.6301,35.01,18.8,0.0646,
1/9/2020 8:05:36 AM,100,5.1,174.6301,35.01,18.8,0.0649,
1/9/2020 8:05:37 AM,101,5.1,174.6357,35.01,18.8,0.064,
1/9/2020 8:05:38 AM,100,5.1,174.6357,35.01,18.8,0.064,
1/9/2020 8:05:39 AM,96,5.1,174.6357,35.01,18.8,0.0638,
1/9/2020 8:05:40 AM,101,5.1,174.6357,35.01,18.8,0.0638,
1/9/2020 8:05:41 AM,99,5,174.6357,35.01,18.8,0.063,
1/9/2020 8:05:42 AM,100,5,174.641,35.01,18.8,0.0636,
1/9/2020 8:05:43 AM,99,5,174.641,35.01,18.8,0.0636,
1/9/2020 8:05:44 AM,101,5,174.641,35.01,18.8,0.0624,
1/9/2020 8:05:45 AM,95,5.1,174.641,35.01,18.8,0.063,
1/9/2020 8:05:46 AM,100,5.1,174.641,35.01,18.8,0.063,
1/9/2020 8:05:47 AM,99,5.1,174.6463,35.01,18.8,0.0617,
1/9/2020 8:05:48 AM,104,5.1,174.6463,35.01,18.8,0.0625,
1/9/2020 8:05:49 AM,101,5.1,174.6463,35.01,18.8,0.0625,
1/9/2020 8:05:50 AM,100,5.1,174.6463,35.01,18.8,0.0616,
1/9/2020 8:05:51 AM,97,5.1,174.6463,35.01,18.8,0.0619,
1/9/2020 8:05:52 AM,100,5.1,174.6515,35.01,18.8,0.0619,
1/9/2020 8:05:53 AM,98,5,174.6515,35.01,18.8,0.0611,
1/9/2020 8:05:54 AM,100,5,174.6515,35.01,18.8,0.0613,
1/9/2020 8:05:55 AM,99,5,174.6515,35.01,18.8,0.0613,
1/9/2020 8:05:56 AM,99,5,174.6515,35.01,18.8,0.0609,
1/9/2020 8:05:57 AM,97,5,174.6567,35.01,18.8,0.0609,
1/9/2020 8:05:58 AM,104,5,174.6567,35.01,18.8,0.0609,
1/9/2020 8:05:59 AM,99,5,174.6567,35.01,18.8,0.06,
1/9/2020 8:06:00 AM,95,5,174.6567,35.01,18.8,0.06,
1/9/2020 8:06:01 AM,98,5,174.6567,35.01,18.8,0.0605,
1/9/2020 8:06:02 AM,99,5,174.6618,35.01,18.8,0.0594,
1/9/2020 8:06:03 AM,97,5,174.6618,35.01,18.8,0.0594,
1/9/2020 8:06:04 AM,98,5,174.6618,35.01,18.8,0.0594,
1/9/2020 8:06:05 AM,99,5.1,174.6618,35.01,18.8,0.0589,
1/9/2020 8:06:06 AM,97,5.1,174.6618,35.01,18.8,0.0589,
1/9/2020 8:06:07 AM,99,5.1,174.6667,35.01,18.8,0.0589,
1/9/2020 8:06:09 AM,99,5.1,174.6667,35.01,18.8,0.0584,
1/9/2020 8:06:10 AM,99,5.1,174.6667,35.01,18.8,0.0584,
1/9/2020 8:06:11 AM,99,5.1,174.6667,35.01,18.8,0.0587,
1/9/2020 8:06:12 AM,101,5.1,174.6667,35.01,18.8,0.0589,
1/9/2020 8:06:13 AM,98,5,174.6716,35.01,18.8,0.0589,
1/9/2020 8:06:14 AM,100,5,174.6716,35.01,18.8,0.0581,
1/9/2020 8:06:15 AM,98,5,174.6716,35.01,18.8,0.0583,
1/9/2020 8:06:16 AM,100,5,174.6716,35.01,18.8,0.0583,
1/9/2020 8:06:17 AM,99,5,174.6716,35.01,18.8,0.0571,
1/9/2020 8:06:18 AM,104,5.1,174.6765,35.01,18.8,0.0575,
1/9/2020 8:06:19 AM,99,5.1,174.6765,35.01,18.8,0.0575,
1/9/2020 8:06:20 AM,94,5.1,174.6765,35.01,18.8,0.0567,
1/9/2020 8:06:21 AM,101,5.1,174.6765,35.01,18.8,0.0567,
1/9/2020 8:06:22 AM,100,5.1,174.6765,35.01,18.8,0.0571,
1/9/2020 8:06:23 AM,99,5.1,174.6813,35.01,18.8,0.0562,
1/9/2020 8:06:24 AM,100,5.1,174.6813,35.01,18.8,0.0562,
1/9/2020 8:06:25 AM,100,5,174.6813,35.01,18.8,0.0562,
1/9/2020 8:06:26 AM,96,5,174.6813,35.01,18.8,0.0559,
1/9/2020 8:06:27 AM,96,5,174.6813,35.01,18.8,0.0559,
1/9/2020 8:06:28 AM,98,5,174.686,35.01,18.8,0.0557,
1/9/2020 8:06:29 AM,100,5.1,174.686,35.01,18.8,0.0559,
1/9/2020 8:06:30 AM,100,5.1,174.686,35.01,18.8,0.0559,
1/9/2020 8:06:31 AM,99,5.1,174.686,35.01,18.8,0.0556,
1/9/2020 8:06:32 AM,99,5.1,174.686,35.01,18.8,0.0554,
1/9/2020 8:06:33 AM,102,5.1,174.6906,35.01,18.8,0.0554,
1/9/2020 8:06:34 AM,101,5.1,174.6906,35.01,18.8,0.0549,
1/9/2020 8:06:35 AM,101,5.1,174.6906,35.01,18.8,0.0554,
1/9/2020 8:06:36 AM,99,5.1,174.6906,35.01,18.8,0.0554,
1/9/2020 8:06:37 AM,100,5,174.6906,35.01,18.8,0.0541,
1/9/2020 8:06:38 AM,99,5,174.6953,35.01,18.8,0.0541,
1/9/2020 8:06:39 AM,95,5.1,174.6953,35.01,18.8,0.0545,
1/9/2020 8:06:40 AM,97,5.1,174.6953,35.01,18.8,0.0537,
1/9/2020 8:06:41 AM,98,5,174.6953,35.01,18.8,0.0537,
1/9/2020 8:06:42 AM,99,5.1,174.6953,35.01,18.8,0.0538,
1/9/2020 8:06:43 AM,99,5.1,174.6998,35.01,18.8,0.0533,
1/9/2020 8:06:44 AM,97,5,174.6998,35.01,18.8,0.0533,
1/9/2020 8:06:45 AM,103,5,174.6998,35.01,18.8,0.0537,
1/9/2020 8:06:46 AM,95,4.9,174.6998,35.01,18.8,0.0529,
1/9/2020 8:06:47 AM,99,4.9,174.6998,35.01,18.8,0.0529,
1/9/2020 8:06:48 AM,100,5,174.7042,35.01,18.8,0.0533,
1/9/2020 8:06:49 AM,98,5.1,174.7042,35.01,18.8,0.0526,
1/9/2020 8:06:50 AM,98,5.1,174.7042,35.01,18.8,0.0526,
1/9/2020 8:06:51 AM,99,5.1,174.7042,35.01,18.8,0.0526,
1/9/2020 8:06:52 AM,104,5.1,174.7042,35.01,18.8,0.0518,
1/9/2020 8:06:53 AM,97,5.1,174.7087,35.01,18.8,0.0518,
1/9/2020 8:06:54 AM,99,5,174.7087,35.01,18.8,0.0522,
1/9/2020 8:06:55 AM,98,5,174.7087,35.01,18.8,0.0522,
1/9/2020 8:06:56 AM,100,5,174.7087,35.01,18.8,0.0518,
1/9/2020 8:06:57 AM,99,5,174.7087,35.01,18.8,0.0514,
1/9/2020 8:06:58 AM,101,5,174.713,35.01,18.8,0.0514,
1/9/2020 8:06:59 AM,103,5,174.713,35.01,18.8,0.0513,
1/9/2020 8:07:00 AM,100,5.1,174.713,35.01,18.8,0.051,
1/9/2020 8:07:01 AM,95,5.1,174.713,35.01,18.8,0.051,
1/9/2020 8:07:02 AM,99,5.1,174.713,35.01,18.8,0.0516,
1/9/2020 8:07:03 AM,99,5,174.7173,35.01,18.8,0.0508,
1/9/2020 8:07:04 AM,99,5,174.7173,35.01,18.8,0.0508,
1/9/2020 8:07:05 AM,104,5,174.7173,35.01,18.8,0.051,
1/9/2020 8:07:06 AM,98,5,174.7173,35.009,18.8,0.0505,
1/9/2020 8:07:07 AM,99,5,174.7173,35.009,18.8,0.0505,
1/9/2020 8:07:08 AM,99,5.1,174.7216,35.01,18.8,0.0503,
1/9/2020 8:07:09 AM,99,5.1,174.7216,35.01,18.8,0.0495,
1/9/2020 8:07:10 AM,99,5.1,174.7216,35.01,18.8,0.0495,
1/9/2020 8:07:11 AM,103,5.1,174.7216,35.01,18.8,0.05,
1/9/2020 8:07:12 AM,103,5.2,174.7216,35.01,18.8,0.0491,
1/9/2020 8:07:13 AM,100,5.1,174.7257,35.01,18.8,0.0491,
1/9/2020 8:07:14 AM,95,5.1,174.7257,35.01,18.8,0.0494,
1/9/2020 8:07:15 AM,99,5.2,174.7257,35.01,18.8,0.0494,
1/9/2020 8:07:16 AM,99,5.2,174.7257,35.01,18.8,0.0489,
1/9/2020 8:07:17 AM,100,5.2,174.7257,35.01,18.8,0.0489,
1/9/2020 8:07:18 AM,101,5.1,174.7299,35.01,18.8,0.0489,
1/9/2020 8:07:19 AM,100,5.1,174.7299,35.01,18.8,0.0486,
1/9/2020 8:07:20 AM,96,5.1,174.7299,35.01,18.8,0.0484,
1/9/2020 8:07:21 AM,98,5.1,174.7299,35.01,18.8,0.0484,
1/9/2020 8:07:22 AM,97,5.1,174.7299,35.01,18.8,0.0483,
1/9/2020 8:07:23 AM,98,5.1,174.7339,35.01,18.8,0.048,
1/9/2020 8:07:24 AM,97,5.1,174.7339,35.01,18.8,0.048,
1/9/2020 8:07:25 AM,97,5,174.7339,35.01,18.8,0.048,
1/9/2020 8:07:26 AM,98,5,174.7339,35.01,18.8,0.0476,
1/9/2020 8:07:27 AM,100,5.1,174.7339,35.01,18.8,0.0476,
1/9/2020 8:07:28 AM,100,5.1,174.7379,35.01,18.8,0.0481,
1/9/2020 8:07:29 AM,96,5.1,174.7379,35.01,18.8,0.0481,
1/9/2020 8:07:30 AM,101,5.1,174.7379,35.01,18.8,0.0472,
1/9/2020 8:07:31 AM,98,5.1,174.7379,35.01,18.8,0.0475,
1/9/2020 8:07:32 AM,100,5.1,174.7379,35.01,18.8,0.0475,
1/9/2020 8:07:33 AM,101,5.1,174.7419,35.01,18.8,0.0467,
1/9/2020 8:07:34 AM,102,5.1,174.7419,35.01,18.8,0.047,
1/9/2020 8:07:35 AM,101,5.1,174.7419,35.01,18.8,0.047,
1/9/2020 8:07:36 AM,96,5,174.7419,35.01,18.8,0.0464,
1/9/2020 8:07:37 AM,100,5,174.7419,35.01,18.8,0.0465,
1/9/2020 8:07:38 AM,99,5,174.746,35.01,18.8,0.0465,
1/9/2020 8:07:39 AM,96,5,174.746,35.01,18.8,0.0459,
1/9/2020 8:07:40 AM,99,5,174.746,35.01,18.8,0.0459,
1/9/2020 8:07:41 AM,99,5,174.746,35.01,18.8,0.0459,
1/9/2020 8:07:42 AM,95,5,174.746,35.01,18.8,0.0459,
1/9/2020 8:07:43 AM,97,5,174.7498,35.01,18.8,0.0456,
1/9/2020 8:07:44 AM,97,5,174.7498,35.01,18.8,0.0456,
1/9/2020 8:07:45 AM,99,5,174.7498,35.01,18.8,0.0456,
1/9/2020 8:07:47 AM,102,5,174.7498,35.01,18.8,0.0456,
1/9/2020 8:07:48 AM,98,5,174.7498,35.01,18.8,0.0453,
1/9/2020 8:07:49 AM,96,5.1,174.7536,35.01,18.8,0.0457,
1/9/2020 8:07:50 AM,96,5,174.7536,35.01,18.8,0.0457,
1/9/2020 8:07:51 AM,99,5,174.7536,35.01,18.8,0.0448,
1/9/2020 8:07:52 AM,99,5,174.7536,35.01,18.8,0.045,
1/9/2020 8:07:53 AM,95,5,174.7536,35.01,18.8,0.045,
1/9/2020 8:07:54 AM,101,5,174.7575,35.01,18.8,0.0443,
1/9/2020 8:07:55 AM,102,5.2,174.7575,35.01,18.8,0.0445,
1/9/2020 8:07:56 AM,101,5.2,174.7575,35.01,18.8,0.0445,
1/9/2020 8:07:57 AM,101,5.1,174.7575,35.01,18.8,0.044,
1/9/2020 8:07:58 AM,98,5.1,174.7575,35.01,18.8,0.044,
1/9/2020 8:07:59 AM,97,5.1,174.7612,35.01,18.8,0.044,
1/9/2020 8:08:00 AM,95,5.1,174.7612,35.01,18.8,0.0437,
1/9/2020 8:08:01 AM,99,5.1,174.7612,35.01,18.8,0.0435,
1/9/2020 8:08:02 AM,95,5.1,174.7612,35.01,18.8,0.0435,
1/9/2020 8:08:03 AM,96,5.1,174.7612,35.01,18.8,0.0435,
1/9/2020 8:08:04 AM,100,5,174.7649,35.01,18.8,0.0434,
1/9/2020 8:08:05 AM,99,5,174.7649,35.01,18.8,0.0434,
1/9/2020 8:08:06 AM,95,4.9,174.7649,35.01,18.8,0.0435,
1/9/2020 8:08:07 AM,99,5,174.7649,35.01,18.8,0.0431,
1/9/2020 8:08:08 AM,103,5,174.7649,35.01,18.8,0.0431,
1/9/2020 8:08:09 AM,98,4.9,174.7685,35.01,18.8,0.0432,
1/9/2020 8:08:10 AM,100,4.9,174.7685,35.01,18.8,0.0432,
1/9/2020 8:08:11 AM,100,5,174.7685,35.01,18.8,0.0424,
1/9/2020 8:08:12 AM,96,5,174.7685,35.01,18.8,0.0427,
1/9/2020 8:08:13 AM,101,5.1,174.7685,35.01,18.8,0.0427,
1/9/2020 8:08:14 AM,100,5.1,174.7721,35.01,18.8,0.0423,
1/9/2020 8:08:15 AM,94,5.1,174.7721,35.01,18.8,0.0424,
1/9/2020 8:08:16 AM,99,5.1,174.7721,35.01,18.8,0.0424,
1/9/2020 8:08:17 AM,98,5.1,174.7721,35.01,18.8,0.0416,
1/9/2020 8:08:18 AM,97,5.1,174.7721,35.01,18.8,0.0421,
1/9/2020 8:08:19 AM,100,5.1,174.7756,35.01,18.8,0.0421,
1/9/2020 8:08:20 AM,99,5.1,174.7756,35.01,18.8,0.0415,
1/9/2020 8:08:21 AM,102,5.1,174.7756,35.01,18.8,0.0415,
1/9/2020 8:08:22 AM,98,5.1,174.7756,35.01,18.8,0.0415,
1/9/2020 8:08:23 AM,100,5.1,174.7756,35.01,18.8,0.0412,
1/9/2020 8:08:24 AM,101,5.1,174.7792,35.01,18.8,0.0412,
1/9/2020 8:08:25 AM,96,5.1,174.7792,35.01,18.8,0.0412,
1/9/2020 8:08:26 AM,101,5.1,174.7792,35.01,18.8,0.0413,
1/9/2020 8:08:27 AM,100,5.1,174.7792,35.01,18.8,0.0413,
1/9/2020 8:08:28 AM,102,5,174.7792,35.01,18.8,0.041,
1/9/2020 8:08:29 AM,100,5,174.7826,35.01,18.8,0.0412,
1/9/2020 8:08:30 AM,100,5,174.7826,35.01,18.8,0.0412,
1/9/2020 8:08:31 AM,102,5.1,174.7826,35.01,18.8,0.0404,
1/9/2020 8:08:32 AM,101,5.1,174.7826,35.01,18.8,0.0405,
1/9/2020 8:08:33 AM,100,5.2,174.7826,35.01,18.8,0.0405,
1/9/2020 8:08:34 AM,105,5.2,174.7861,35.01,18.8,0.04,
