START_TIME, END_TIME, CHAMBER, RECIPE, LOT_ID, WAFER_ID, SLOT_NUM
10/20/2017 9:17:27 AM,10/20/2017 9:18:32 AM,SDC1,161110 Vac Prewet,notspecified,notspecified,0
DATE_TIME, Manometer1000,Manometer100,
10/20/2017 9:18:13 AM,759.484,100,
10/20/2017 9:18:14 AM,759.545,100,
10/20/2017 9:18:15 AM,397.961,100,
10/20/2017 9:18:16 AM,168.737,99.954,
10/20/2017 9:18:17 AM,105.869,84.21,
10/20/2017 9:18:18 AM,68.422,54.329,
10/20/2017 9:18:19 AM,45.137,36.473,
10/20/2017 9:18:20 AM,33.174,26.884,
10/20/2017 9:18:21 AM,25.452,20.872,
10/20/2017 9:18:22 AM,21.149,17.127,
10/20/2017 9:18:23 AM,17.67,14.512,
10/20/2017 9:18:24 AM,15.076,12.51,
10/20/2017 9:18:25 AM,13.062,11.13,
10/20/2017 9:18:26 AM,11.658,10.013,
10/20/2017 9:18:27 AM,10.529,9.214,
10/20/2017 9:18:28 AM,9.735,8.536,
10/20/2017 9:18:29 AM,9.033,8.032,
10/20/2017 9:18:30 AM,13.977,15.415,
10/20/2017 9:18:31 AM,16.419,15.238,
10/20/2017 9:18:32 AM,15.687,14.978,
10/20/2017 9:18:33 AM,15.412,14.942,
10/20/2017 9:18:34 AM,15.351,14.939,
10/20/2017 9:18:35 AM,15.32,14.942,
10/20/2017 9:18:36 AM,15.32,14.945,
10/20/2017 9:18:37 AM,15.32,14.948,
10/20/2017 9:18:38 AM,15.32,14.948,
10/20/2017 9:18:39 AM,15.32,14.948,
10/20/2017 9:18:40 AM,15.32,14.951,
10/20/2017 9:18:41 AM,15.32,14.951,
10/20/2017 9:18:42 AM,15.32,14.951,
10/20/2017 9:18:43 AM,15.32,14.948,
10/20/2017 9:18:44 AM,15.503,16.446,
10/20/2017 9:18:45 AM,23.133,26.438,
10/20/2017 9:18:46 AM,28.352,28.84,
10/20/2017 9:18:47 AM,29.42,29.411,
10/20/2017 9:18:48 AM,30.03,29.887,
10/20/2017 9:18:49 AM,108.86,51.933,
10/20/2017 9:18:50 AM,512.528,100,
10/20/2017 9:18:51 AM,606.372,100,
10/20/2017 9:18:52 AM,693.564,100,
10/20/2017 9:18:53 AM,740.471,100,
10/20/2017 9:18:54 AM,751.762,100,
10/20/2017 9:18:55 AM,753.227,100,
10/20/2017 9:18:56 AM,753.502,100,
10/20/2017 9:18:57 AM,753.471,100,
10/20/2017 9:18:58 AM,753.41,100,
10/20/2017 9:18:59 AM,753.349,100,
10/20/2017 9:19:00 AM,753.075,100,
10/20/2017 9:19:01 AM,752.678,100,
10/20/2017 9:19:02 AM,752.678,100,
10/20/2017 9:19:03 AM,752.77,100,
10/20/2017 9:19:04 AM,752.922,100,
10/20/2017 9:19:05 AM,753.044,100,
10/20/2017 9:19:06 AM,753.075,100,
10/20/2017 9:19:07 AM,753.105,100,
10/20/2017 9:19:08 AM,753.075,100,
10/20/2017 9:19:09 AM,753.075,100,
10/20/2017 9:19:10 AM,753.044,100,
10/20/2017 9:19:11 AM,753.044,100,
10/20/2017 9:19:12 AM,753.044,100,
10/20/2017 9:19:13 AM,753.044,100,
10/20/2017 9:19:14 AM,753.044,100,
10/20/2017 9:19:15 AM,753.075,100,
10/20/2017 9:19:16 AM,753.044,100,
10/20/2017 9:19:17 AM,753.044,100,
10/20/2017 9:19:18 AM,753.044,100,
