START_TIME, END_TIME, CHAMBER, RECIPE, LOT_ID, WAFER_ID, SLOT_NUM
1/9/2020 7:37:02 AM,1/9/2020 7:47:45 AM,SDC3,200108 Al 40V  200mA,COSMOS-2,notspecified,05
1/9/2020 7:37:44 AM,97,5.1,173.431,40.014,18.8,0.1059,
1/9/2020 7:37:45 AM,99,5,173.431,40.014,18.8,0.1042,
1/9/2020 7:37:46 AM,101,5,173.4398,40.012,18.8,0.1048,
1/9/2020 7:37:47 AM,100,5,173.4398,40.012,18.8,0.1048,
1/9/2020 7:37:48 AM,99,5,173.4398,40.014,18.8,0.1034,
1/9/2020 7:37:49 AM,98,5,173.4398,40.014,18.8,0.1043,
1/9/2020 7:37:50 AM,104,5,173.4398,40.014,18.8,0.1043,
1/9/2020 7:37:51 AM,99,5,173.4398,40.014,18.8,0.1023,
1/9/2020 7:37:52 AM,100,5,173.4487,40.014,18.8,0.1032,
1/9/2020 7:37:53 AM,102,5,173.4487,40.014,18.8,0.1032,
1/9/2020 7:37:54 AM,100,5,173.4487,40.014,18.8,0.1013,
1/9/2020 7:37:55 AM,100,5.1,173.4487,40.014,18.8,0.102,
1/9/2020 7:37:56 AM,102,5.1,173.4487,40.014,18.8,0.102,
1/9/2020 7:37:57 AM,103,5.1,173.4572,40.014,18.8,0.1005,
1/9/2020 7:37:58 AM,99,5.1,173.4572,40.014,18.8,0.1009,
1/9/2020 7:37:59 AM,100,5,173.4572,40.014,18.8,0.1009,
1/9/2020 7:38:00 AM,101,5,173.4572,40.014,18.8,0.0996,
1/9/2020 7:38:01 AM,100,5,173.4656,40.014,18.8,0.0996,
1/9/2020 7:38:02 AM,99,5,173.4656,40.014,18.8,0.1002,
1/9/2020 7:38:03 AM,103,5,173.4656,40.014,18.8,0.0986,
1/9/2020 7:38:04 AM,98,5,173.4656,40.014,18.8,0.0986,
1/9/2020 7:38:05 AM,100,5,173.4656,40.014,18.8,0.0994,
1/9/2020 7:38:06 AM,104,4.9,173.4739,40.014,18.8,0.0982,
1/9/2020 7:38:07 AM,100,5,173.4739,40.014,18.8,0.0982,
1/9/2020 7:38:08 AM,98,5,173.4739,40.014,18.8,0.0986,
1/9/2020 7:38:09 AM,104,5.1,173.4739,40.014,18.8,0.0969,
1/9/2020 7:38:10 AM,100,5.1,173.4739,40.014,18.8,0.0969,
1/9/2020 7:38:11 AM,100,5.1,173.4822,40.014,18.8,0.0974,
1/9/2020 7:38:12 AM,100,5.1,173.4822,40.014,18.8,0.0959,
1/9/2020 7:38:13 AM,98,5.1,173.4822,40.014,18.8,0.0959,
1/9/2020 7:38:14 AM,99,5.1,173.4822,40.014,18.8,0.0964,
1/9/2020 7:38:15 AM,105,5.1,173.4822,40.014,18.8,0.0964,
1/9/2020 7:38:16 AM,97,5,173.4903,40.014,18.8,0.0956,
1/9/2020 7:38:17 AM,97,5,173.4903,40.014,18.8,0.0958,
1/9/2020 7:38:18 AM,101,5,173.4903,40.014,18.8,0.0958,
1/9/2020 7:38:19 AM,100,5,173.4903,40.014,18.8,0.0942,
1/9/2020 7:38:20 AM,100,5,173.4903,40.014,18.8,0.0948,
1/9/2020 7:38:22 AM,99,5,173.4982,40.014,18.8,0.0948,
1/9/2020 7:38:23 AM,95,5,173.4982,40.014,18.8,0.0934,
1/9/2020 7:38:24 AM,101,5.1,173.4982,40.014,18.8,0.094,
1/9/2020 7:38:25 AM,99,5.1,173.4982,40.014,18.8,0.094,
1/9/2020 7:38:26 AM,96,5,173.4982,40.014,18.8,0.0926,
1/9/2020 7:38:27 AM,100,5,173.4982,40.014,18.8,0.0934,
1/9/2020 7:38:28 AM,97,5,173.5063,40.014,18.8,0.0934,
1/9/2020 7:38:29 AM,107,5,173.5063,40.014,18.8,0.0923,
1/9/2020 7:38:30 AM,100,5,173.5063,40.014,18.8,0.092,
1/9/2020 7:38:31 AM,100,5.1,173.5063,40.014,18.8,0.092,
1/9/2020 7:38:32 AM,103,5.1,173.5063,40.014,18.8,0.0907,
1/9/2020 7:38:33 AM,98,5.1,173.5142,40.014,18.8,0.0912,
1/9/2020 7:38:34 AM,99,5.1,173.5142,40.014,18.8,0.0912,
1/9/2020 7:38:35 AM,96,5.1,173.5142,40.014,18.8,0.0906,
1/9/2020 7:38:36 AM,99,5.1,173.5142,40.014,18.8,0.0906,
1/9/2020 7:38:37 AM,99,5.1,173.5142,40.014,18.8,0.0902,
1/9/2020 7:38:38 AM,97,5.1,173.522,40.014,18.8,0.0898,
1/9/2020 7:38:39 AM,105,5,173.522,40.014,18.8,0.0898,
1/9/2020 7:38:40 AM,100,5,173.522,40.014,18.8,0.0896,
1/9/2020 7:38:41 AM,97,5,173.522,40.014,18.8,0.0898,
1/9/2020 7:38:42 AM,99,5,173.522,40.014,18.8,0.0898,
1/9/2020 7:38:43 AM,99,5.1,173.5296,40.014,18.8,0.0888,
1/9/2020 7:38:44 AM,102,5.1,173.5296,40.014,18.8,0.089,
1/9/2020 7:38:45 AM,96,5.1,173.5296,40.014,18.8,0.089,
1/9/2020 7:38:46 AM,100,5.1,173.5296,40.012,18.8,0.0879,
1/9/2020 7:38:47 AM,99,5.1,173.5296,40.012,18.8,0.088,
1/9/2020 7:38:48 AM,100,5.1,173.5372,40.012,18.8,0.088,
1/9/2020 7:38:49 AM,99,5.1,173.5372,40.014,18.8,0.0869,
1/9/2020 7:38:50 AM,100,5.1,173.5372,40.014,18.8,0.0874,
1/9/2020 7:38:51 AM,98,5,173.5372,40.014,18.8,0.0874,
1/9/2020 7:38:52 AM,99,5,173.5372,40.014,18.8,0.086,
1/9/2020 7:38:53 AM,98,5,173.5446,40.014,18.8,0.0868,
1/9/2020 7:38:54 AM,96,5,173.5446,40.014,18.8,0.0868,
1/9/2020 7:38:55 AM,95,5.1,173.5446,40.014,18.8,0.0852,
1/9/2020 7:38:56 AM,100,5.2,173.5446,40.014,18.8,0.0852,
1/9/2020 7:38:57 AM,100,5.2,173.5446,40.014,18.8,0.0857,
1/9/2020 7:38:58 AM,99,5.1,173.5519,40.014,18.8,0.0847,
1/9/2020 7:38:59 AM,99,5.1,173.5519,40.014,18.8,0.0847,
1/9/2020 7:39:00 AM,96,5.1,173.5519,40.014,18.8,0.0853,
1/9/2020 7:39:01 AM,99,5.1,173.5519,40.014,18.8,0.0842,
1/9/2020 7:39:02 AM,97,5.1,173.5519,40.014,18.8,0.0842,
1/9/2020 7:39:03 AM,101,5.1,173.559,40.014,18.8,0.0844,
1/9/2020 7:39:04 AM,99,5.1,173.559,40.014,18.8,0.0833,
1/9/2020 7:39:05 AM,98,5.1,173.559,40.014,18.8,0.0833,
1/9/2020 7:39:06 AM,99,5.1,173.559,40.014,18.8,0.0838,
1/9/2020 7:39:07 AM,100,5.1,173.559,40.014,18.8,0.0822,
1/9/2020 7:39:08 AM,97,5.1,173.566,40.014,18.8,0.0822,
1/9/2020 7:39:09 AM,100,5.1,173.566,40.014,18.8,0.0826,
1/9/2020 7:39:10 AM,98,5,173.566,40.014,18.8,0.0814,
1/9/2020 7:39:11 AM,100,5,173.566,40.014,18.8,0.0814,
1/9/2020 7:39:12 AM,100,5.1,173.566,40.012,18.8,0.082,
1/9/2020 7:39:13 AM,94,5.1,173.5729,40.012,18.8,0.082,
1/9/2020 7:39:14 AM,99,5,173.5729,40.012,18.8,0.0806,
1/9/2020 7:39:15 AM,97,5.1,173.5729,40.014,18.8,0.0809,
1/9/2020 7:39:16 AM,99,5.1,173.5729,40.014,18.8,0.0809,
1/9/2020 7:39:17 AM,99,5,173.5729,40.014,18.8,0.0801,
1/9/2020 7:39:18 AM,101,5,173.5798,40.014,18.8,0.0803,
1/9/2020 7:39:19 AM,98,5.1,173.5798,40.014,18.8,0.0803,
1/9/2020 7:39:20 AM,97,5.1,173.5798,40.014,18.8,0.0796,
1/9/2020 7:39:21 AM,103,5.1,173.5798,40.014,18.8,0.0793,
1/9/2020 7:39:22 AM,100,5.2,173.5798,40.014,18.8,0.0793,
1/9/2020 7:39:23 AM,96,5.2,173.5865,40.014,18.8,0.0792,
1/9/2020 7:39:24 AM,99,5.2,173.5865,40.014,18.8,0.0787,
1/9/2020 7:39:25 AM,103,5.2,173.5865,40.014,18.8,0.0787,
1/9/2020 7:39:26 AM,104,5.1,173.5865,40.014,18.8,0.0784,
1/9/2020 7:39:27 AM,100,5.1,173.5865,40.014,18.8,0.0779,
1/9/2020 7:39:28 AM,99,5.1,173.5932,40.014,18.8,0.0779,
1/9/2020 7:39:29 AM,105,5.1,173.5932,40.014,18.8,0.0776,
1/9/2020 7:39:30 AM,97,5.1,173.5932,40.014,18.8,0.0776,
1/9/2020 7:39:31 AM,98,5.1,173.5932,40.014,18.8,0.0776,
1/9/2020 7:39:32 AM,105,5.1,173.5932,40.014,18.8,0.0774,
1/9/2020 7:39:33 AM,101,5.1,173.5997,40.014,18.8,0.0774,
1/9/2020 7:39:34 AM,98,5.1,173.5997,40.014,18.8,0.0768,
1/9/2020 7:39:35 AM,100,5.1,173.5997,40.014,18.8,0.0771,
1/9/2020 7:39:36 AM,101,5,173.5997,40.014,18.8,0.0771,
1/9/2020 7:39:37 AM,99,5,173.5997,40.014,18.8,0.0762,
1/9/2020 7:39:38 AM,104,5,173.6062,40.014,18.8,0.0763,
1/9/2020 7:39:39 AM,102,5,173.6062,40.014,18.8,0.0763,
1/9/2020 7:39:40 AM,101,5,173.6062,40.014,18.8,0.075,
1/9/2020 7:39:41 AM,100,5.2,173.6062,40.014,18.8,0.0755,
1/9/2020 7:39:42 AM,94,5.2,173.6062,40.014,18.8,0.0755,
1/9/2020 7:39:43 AM,101,5.2,173.6125,40.014,18.8,0.0743,
1/9/2020 7:39:44 AM,102,5.1,173.6125,40.014,18.8,0.0746,
1/9/2020 7:39:45 AM,103,5.1,173.6125,40.014,18.8,0.0746,
1/9/2020 7:39:46 AM,100,5.1,173.6125,40.014,18.8,0.0736,
1/9/2020 7:39:47 AM,99,5.1,173.6125,40.012,18.8,0.0738,
1/9/2020 7:39:48 AM,96,5,173.6187,40.012,18.8,0.0738,
1/9/2020 7:39:49 AM,99,5,173.6187,40.014,18.8,0.073,
1/9/2020 7:39:50 AM,98,5.1,173.6187,40.014,18.8,0.073,
1/9/2020 7:39:51 AM,104,5.1,173.6187,40.014,18.8,0.0731,
1/9/2020 7:39:52 AM,100,5.1,173.6187,40.014,18.8,0.0727,
1/9/2020 7:39:53 AM,100,5.1,173.6248,40.014,18.8,0.0727,
1/9/2020 7:39:54 AM,99,5.1,173.6248,40.014,18.8,0.0727,
1/9/2020 7:39:55 AM,100,5.1,173.6248,40.014,18.8,0.0725,
1/9/2020 7:39:56 AM,99,5,173.6248,40.014,18.8,0.0725,
1/9/2020 7:39:57 AM,104,5,173.6248,40.014,18.8,0.072,
1/9/2020 7:39:58 AM,100,5,173.6309,40.014,18.8,0.0724,
1/9/2020 7:39:59 AM,100,5,173.6309,40.014,18.8,0.0724,
1/9/2020 7:40:00 AM,99,5,173.6309,40.014,18.8,0.0711,
1/9/2020 7:40:01 AM,100,5,173.6309,40.014,18.8,0.0714,
1/9/2020 7:40:02 AM,98,5,173.6309,40.014,18.8,0.0714,
1/9/2020 7:40:04 AM,98,5,173.6371,40.014,18.8,0.0705,
1/9/2020 7:40:05 AM,101,5,173.6371,40.014,18.8,0.0708,
1/9/2020 7:40:06 AM,100,5.1,173.6371,40.014,18.8,0.0708,
1/9/2020 7:40:07 AM,100,5.1,173.6371,40.014,18.8,0.0698,
1/9/2020 7:40:08 AM,105,5.1,173.6371,40.014,18.8,0.0698,
1/9/2020 7:40:09 AM,98,5.1,173.6431,40.014,18.8,0.0701,
1/9/2020 7:40:10 AM,99,5.1,173.6431,40.014,18.8,0.069,
1/9/2020 7:40:11 AM,101,5,173.6431,40.014,18.8,0.069,
1/9/2020 7:40:12 AM,99,5,173.6431,40.014,18.8,0.0693,
1/9/2020 7:40:13 AM,100,5,173.6431,40.014,18.8,0.0686,
1/9/2020 7:40:14 AM,104,5,173.6489,40.014,18.8,0.0686,
1/9/2020 7:40:15 AM,100,5,173.6489,40.014,18.8,0.0687,
1/9/2020 7:40:16 AM,99,5,173.6489,40.014,18.8,0.0682,
1/9/2020 7:40:17 AM,100,5,173.6489,40.014,18.8,0.0682,
1/9/2020 7:40:18 AM,103,4.9,173.6489,40.014,18.8,0.0681,
1/9/2020 7:40:19 AM,100,4.9,173.6546,40.014,18.8,0.0674,
1/9/2020 7:40:20 AM,95,4.9,173.6546,40.014,18.8,0.0674,
1/9/2020 7:40:21 AM,102,4.9,173.6546,40.014,18.8,0.0673,
1/9/2020 7:40:22 AM,98,4.9,173.6546,40.014,18.8,0.0671,
1/9/2020 7:40:23 AM,100,4.9,173.6546,40.014,18.8,0.0671,
1/9/2020 7:40:24 AM,103,4.9,173.6603,40.014,18.8,0.0668,
1/9/2020 7:40:25 AM,100,4.9,173.6603,40.014,18.8,0.0668,
1/9/2020 7:40:26 AM,101,4.9,173.6603,40.014,18.8,0.0668,
1/9/2020 7:40:27 AM,96,5,173.6603,40.014,18.8,0.0665,
1/9/2020 7:40:28 AM,99,5,173.6603,40.014,18.8,0.0665,
1/9/2020 7:40:29 AM,99,5,173.666,40.014,18.8,0.0668,
1/9/2020 7:40:30 AM,95,5,173.666,40.014,18.8,0.0657,
1/9/2020 7:40:31 AM,99,5,173.666,40.014,18.8,0.0657,
1/9/2020 7:40:32 AM,98,5.1,173.666,40.014,18.8,0.066,
1/9/2020 7:40:33 AM,97,5,173.666,40.014,18.8,0.0651,
1/9/2020 7:40:34 AM,100,5,173.6715,40.014,18.8,0.0651,
1/9/2020 7:40:35 AM,99,5,173.6715,40.014,18.8,0.0651,
1/9/2020 7:40:36 AM,95,5,173.6715,40.014,18.8,0.0641,
1/9/2020 7:40:37 AM,100,5.1,173.6715,40.014,18.8,0.0641,
1/9/2020 7:40:38 AM,98,5.1,173.6715,40.014,18.8,0.0646,
1/9/2020 7:40:39 AM,99,5.1,173.6769,40.014,18.8,0.0636,
1/9/2020 7:40:40 AM,100,5.1,173.6769,40.014,18.8,0.0636,
1/9/2020 7:40:41 AM,100,5.1,173.6769,40.014,18.8,0.0636,
1/9/2020 7:40:42 AM,104,5,173.6769,40.014,18.9,0.0633,
1/9/2020 7:40:43 AM,96,5,173.6769,40.014,18.8,0.0633,
1/9/2020 7:40:44 AM,100,5,173.6824,40.014,18.8,0.0632,
1/9/2020 7:40:45 AM,100,5.1,173.6824,40.014,18.9,0.0627,
1/9/2020 7:40:46 AM,100,5.1,173.6824,40.014,18.9,0.0627,
1/9/2020 7:40:47 AM,100,5.1,173.6824,40.014,18.9,0.063,
1/9/2020 7:40:48 AM,101,5.1,173.6824,40.014,18.9,0.063,
1/9/2020 7:40:49 AM,95,5.1,173.6877,40.014,18.9,0.0628,
1/9/2020 7:40:50 AM,99,5.1,173.6877,40.014,18.8,0.0624,
1/9/2020 7:40:51 AM,98,5.1,173.6877,40.014,18.8,0.0624,
1/9/2020 7:40:52 AM,97,5.1,173.6877,40.014,18.9,0.0622,
1/9/2020 7:40:53 AM,100,5.1,173.6877,40.014,18.8,0.0614,
1/9/2020 7:40:54 AM,99,5,173.6929,40.014,18.9,0.0614,
1/9/2020 7:40:55 AM,104,5,173.6929,40.014,18.9,0.0617,
1/9/2020 7:40:56 AM,98,5,173.6929,40.014,18.9,0.0611,
1/9/2020 7:40:57 AM,100,5.1,173.6929,40.014,18.9,0.0611,
1/9/2020 7:40:58 AM,100,5.1,173.6929,40.014,18.8,0.0613,
1/9/2020 7:40:59 AM,99,5.1,173.698,40.014,18.8,0.0603,
1/9/2020 7:41:00 AM,99,5.1,173.698,40.014,18.8,0.0603,
1/9/2020 7:41:01 AM,104,5.1,173.698,40.014,18.9,0.0606,
1/9/2020 7:41:02 AM,95,5.1,173.698,40.014,18.9,0.0598,
1/9/2020 7:41:03 AM,100,5,173.698,40.014,18.8,0.0598,
1/9/2020 7:41:04 AM,98,5,173.703,40.014,18.8,0.0602,
1/9/2020 7:41:05 AM,99,5,173.703,40.014,18.9,0.0602,
1/9/2020 7:41:06 AM,101,5,173.703,40.014,18.8,0.0594,
1/9/2020 7:41:07 AM,99,5,173.703,40.014,18.8,0.0594,
1/9/2020 7:41:08 AM,103,5,173.703,40.014,18.8,0.0594,
1/9/2020 7:41:09 AM,101,5.1,173.708,40.014,18.8,0.0587,
1/9/2020 7:41:10 AM,100,5.1,173.708,40.014,18.8,0.0594,
1/9/2020 7:41:11 AM,104,5.1,173.708,40.014,18.8,0.0594,
1/9/2020 7:41:12 AM,99,5.1,173.708,40.014,18.8,0.0583,
1/9/2020 7:41:13 AM,100,5.1,173.708,40.014,18.8,0.0587,
1/9/2020 7:41:14 AM,100,5.1,173.713,40.014,18.8,0.0587,
1/9/2020 7:41:15 AM,99,5.1,173.713,40.014,18.8,0.0578,
1/9/2020 7:41:16 AM,100,5.1,173.713,40.014,18.8,0.0581,
1/9/2020 7:41:17 AM,97,5.1,173.713,40.014,18.8,0.0581,
1/9/2020 7:41:18 AM,106,5.2,173.713,40.014,18.8,0.0576,
1/9/2020 7:41:19 AM,99,5.2,173.7179,40.014,18.8,0.0573,
1/9/2020 7:41:20 AM,94,5.2,173.7179,40.014,18.8,0.0573,
1/9/2020 7:41:21 AM,99,5.1,173.7179,40.014,18.8,0.057,
1/9/2020 7:41:22 AM,99,5.1,173.7179,40.012,18.8,0.057,
1/9/2020 7:41:23 AM,99,5,173.7179,40.012,18.8,0.057,
1/9/2020 7:41:24 AM,100,5,173.7227,40.014,18.8,0.0571,
1/9/2020 7:41:25 AM,99,5.1,173.7227,40.014,18.8,0.0564,
1/9/2020 7:41:26 AM,98,5.1,173.7227,40.014,18.8,0.0564,
1/9/2020 7:41:27 AM,102,5.1,173.7227,40.012,18.8,0.0565,
1/9/2020 7:41:28 AM,100,5,173.7227,40.012,18.8,0.0565,
1/9/2020 7:41:29 AM,101,5,173.7274,40.014,18.8,0.056,
1/9/2020 7:41:30 AM,104,4.9,173.7274,40.014,18.8,0.0562,
1/9/2020 7:41:31 AM,100,4.9,173.7274,40.014,18.8,0.0562,
1/9/2020 7:41:32 AM,99,5,173.7274,40.014,18.8,0.0552,
1/9/2020 7:41:33 AM,102,5,173.7274,40.014,18.8,0.0557,
1/9/2020 7:41:34 AM,102,5,173.7321,40.014,18.8,0.0557,
1/9/2020 7:41:35 AM,101,4.9,173.7321,40.014,18.8,0.0548,
1/9/2020 7:41:36 AM,100,4.9,173.7321,40.014,18.8,0.0549,
1/9/2020 7:41:37 AM,100,5,173.7321,40.014,18.8,0.0549,
1/9/2020 7:41:38 AM,99,5.1,173.7321,40.014,18.8,0.0541,
1/9/2020 7:41:39 AM,96,5.1,173.7366,40.014,18.8,0.0545,
1/9/2020 7:41:40 AM,102,5.1,173.7366,40.014,18.8,0.0545,
1/9/2020 7:41:41 AM,99,5.1,173.7366,40.014,18.8,0.054,
1/9/2020 7:41:43 AM,99,5.1,173.7366,40.014,18.8,0.0537,
1/9/2020 7:41:44 AM,99,5.1,173.7366,40.014,18.8,0.0537,
1/9/2020 7:41:45 AM,99,5.1,173.7411,40.014,18.8,0.0537,
1/9/2020 7:41:46 AM,98,5.1,173.7411,40.014,18.8,0.0537,
1/9/2020 7:41:47 AM,95,5.1,173.7411,40.014,18.8,0.0532,
1/9/2020 7:41:48 AM,98,5.1,173.7411,40.014,18.8,0.053,
1/9/2020 7:41:49 AM,99,5.1,173.7411,40.014,18.8,0.053,
1/9/2020 7:41:50 AM,99,5.1,173.7456,40.014,18.8,0.053,
1/9/2020 7:41:51 AM,100,5,173.7456,40.014,18.8,0.0533,
1/9/2020 7:41:52 AM,100,5,173.7456,40.014,18.8,0.0533,
1/9/2020 7:41:53 AM,94,5.1,173.7456,40.014,18.8,0.0529,
1/9/2020 7:41:54 AM,100,5.1,173.7456,40.012,18.8,0.0529,
1/9/2020 7:41:55 AM,99,5.1,173.7502,40.012,18.8,0.0529,
1/9/2020 7:41:56 AM,97,5.1,173.7502,40.014,18.8,0.0521,
1/9/2020 7:41:57 AM,96,5.1,173.7502,40.014,18.8,0.0526,
1/9/2020 7:41:58 AM,100,5,173.7502,40.014,18.8,0.0526,
1/9/2020 7:41:59 AM,100,5,173.7502,40.014,18.8,0.0516,
1/9/2020 7:42:00 AM,101,5,173.7547,40.012,18.8,0.0519,
1/9/2020 7:42:01 AM,101,5,173.7547,40.012,18.8,0.0519,
1/9/2020 7:42:02 AM,102,5,173.7547,40.014,18.8,0.051,
1/9/2020 7:42:03 AM,94,4.9,173.7547,40.014,18.8,0.0514,
1/9/2020 7:42:04 AM,101,4.9,173.7547,40.014,18.8,0.0514,
1/9/2020 7:42:05 AM,100,4.9,173.759,40.014,18.8,0.0508,
1/9/2020 7:42:06 AM,103,4.9,173.759,40.014,18.8,0.0508,
1/9/2020 7:42:07 AM,100,4.9,173.759,40.014,18.8,0.0511,
1/9/2020 7:42:08 AM,99,5,173.759,40.014,18.8,0.0503,
1/9/2020 7:42:09 AM,104,5,173.759,40.014,18.8,0.0503,
1/9/2020 7:42:10 AM,96,5.1,173.7632,40.014,18.8,0.0507,
1/9/2020 7:42:11 AM,99,5.1,173.7632,40.014,18.8,0.0499,
1/9/2020 7:42:12 AM,102,5.1,173.7632,40.014,18.8,0.0499,
1/9/2020 7:42:13 AM,99,5.1,173.7632,40.014,18.8,0.0502,
1/9/2020 7:42:14 AM,99,5.1,173.7632,40.014,18.8,0.0495,
1/9/2020 7:42:15 AM,104,5.1,173.7674,40.014,18.8,0.0495,
1/9/2020 7:42:16 AM,95,5.1,173.7674,40.014,18.8,0.0494,
1/9/2020 7:42:17 AM,100,5.1,173.7674,40.014,18.8,0.0489,
1/9/2020 7:42:18 AM,101,5.1,173.7674,40.014,18.8,0.0489,
1/9/2020 7:42:19 AM,100,5,173.7674,40.014,18.8,0.0489,
1/9/2020 7:42:20 AM,100,5,173.7716,40.014,18.8,0.0489,
1/9/2020 7:42:21 AM,99,5,173.7716,40.014,18.8,0.0489,
1/9/2020 7:42:22 AM,103,5.1,173.7716,40.014,18.8,0.0489,
1/9/2020 7:42:23 AM,99,5.1,173.7716,40.014,18.8,0.0486,
1/9/2020 7:42:24 AM,100,5.1,173.7716,40.014,18.8,0.0486,
1/9/2020 7:42:25 AM,102,5.1,173.7757,40.014,18.8,0.0483,
1/9/2020 7:42:26 AM,100,5.1,173.7757,40.014,18.8,0.0483,
1/9/2020 7:42:27 AM,100,5.1,173.7757,40.014,18.8,0.0488,
1/9/2020 7:42:28 AM,104,5.1,173.7757,40.014,18.8,0.048,
1/9/2020 7:42:29 AM,100,5.1,173.7757,40.014,18.8,0.048,
1/9/2020 7:42:30 AM,98,5.1,173.7799,40.014,18.8,0.0481,
1/9/2020 7:42:31 AM,94,5.1,173.7799,40.014,18.8,0.0475,
1/9/2020 7:42:32 AM,99,5.1,173.7799,40.014,18.8,0.0475,
1/9/2020 7:42:33 AM,100,5.1,173.7799,40.012,18.8,0.0475,
1/9/2020 7:42:34 AM,99,5,173.7799,40.014,18.8,0.0469,
1/9/2020 7:42:35 AM,100,5,173.7799,40.014,18.8,0.0469,
1/9/2020 7:42:36 AM,100,5,173.784,40.014,18.8,0.0472,
1/9/2020 7:42:37 AM,101,5,173.784,40.014,18.8,0.0465,
1/9/2020 7:42:38 AM,100,5.1,173.784,40.014,18.7,0.0465,
1/9/2020 7:42:39 AM,98,5.1,173.784,40.014,18.7,0.0465,
1/9/2020 7:42:40 AM,98,5.1,173.784,40.014,18.8,0.0464,
1/9/2020 7:42:41 AM,103,5.1,173.7879,40.014,18.8,0.0464,
1/9/2020 7:42:42 AM,98,5.1,173.7879,40.014,18.9,0.0462,
1/9/2020 7:42:43 AM,96,5.1,173.7879,40.014,18.9,0.0462,
1/9/2020 7:42:44 AM,96,5.2,173.7879,40.014,18.8,0.0461,
1/9/2020 7:42:45 AM,99,5.2,173.7918,40.014,18.9,0.0461,
1/9/2020 7:42:46 AM,100,5.1,173.7918,40.014,18.9,0.0461,
1/9/2020 7:42:47 AM,101,5.1,173.7918,40.014,18.9,0.0454,
1/9/2020 7:42:48 AM,98,5.1,173.7918,40.014,18.9,0.0456,
1/9/2020 7:42:49 AM,98,5.1,173.7918,40.014,18.9,0.0456,
1/9/2020 7:42:50 AM,102,5.1,173.7956,40.014,18.9,0.0451,
