START_TIME, END_TIME, CHAMBER, RECIPE, LOT_ID, WAFER_ID, SLOT_NUM
9/26/2016 11:08:47 AM,9/26/2016 11:10:49 AM,SDC1,BVacPrewet,notspecified,notspecified,0
DATE_TIME, Manometer1000,Manometer100,
9/26/2016 11:08:47 AM,694.7,100,
9/26/2016 11:08:48 AM,694.8,100,
9/26/2016 11:08:49 AM,439,100,
9/26/2016 11:08:50 AM,261.7,100,
9/26/2016 11:08:51 AM,261.7,100,
9/26/2016 11:08:52 AM,152.6,99.9,
9/26/2016 11:08:53 AM,104.8,87.8,
9/26/2016 11:08:54 AM,78.2,68.3,
9/26/2016 11:08:55 AM,63.6,57.5,
9/26/2016 11:08:56 AM,55.5,49.4,
9/26/2016 11:08:57 AM,47.8,42.3,
9/26/2016 11:08:58 AM,41.7,36.4,
9/26/2016 11:08:59 AM,37.9,41.1,
9/26/2016 11:09:00 AM,46.3,48.2,
9/26/2016 11:09:01 AM,49.4,49.6,
9/26/2016 11:09:02 AM,50.2,49.8,
9/26/2016 11:09:03 AM,50.4,49.9,
9/26/2016 11:09:04 AM,50.4,49.9,
9/26/2016 11:09:05 AM,50.4,49.9,
9/26/2016 11:09:06 AM,50.4,49.9,
9/26/2016 11:09:07 AM,50.4,49.9,
9/26/2016 11:09:08 AM,50.4,49.9,
9/26/2016 11:09:09 AM,50.4,49.9,
9/26/2016 11:09:10 AM,50.4,49.9,
9/26/2016 11:09:11 AM,50.4,49.9,
9/26/2016 11:09:12 AM,50.4,50,
9/26/2016 11:09:13 AM,50.4,50,
9/26/2016 11:09:14 AM,50.4,50,
9/26/2016 11:09:15 AM,50.3,50,
9/26/2016 11:09:16 AM,50.4,50,
9/26/2016 11:09:17 AM,50.4,50,
9/26/2016 11:09:18 AM,50.3,50,
9/26/2016 11:09:19 AM,50.4,50,
9/26/2016 11:09:20 AM,50.3,50,
9/26/2016 11:09:22 AM,50.4,50,
9/26/2016 11:09:23 AM,50.4,50,
9/26/2016 11:09:24 AM,50.3,50,
9/26/2016 11:09:25 AM,50.3,50,
