START_TIME, END_TIME, CHAMBER, RECIPE, LOT_ID, WAFER_ID, SLOT_NUM
12/6/2016 8:40:40 PM,12/6/2016 8:41:54 PM,SDC1,AVacPrewet,notspecified,notspecified,0
DATE_TIME, Manometer1000,Manometer100,
12/6/2016 8:40:48 PM,747,100,
12/6/2016 8:40:49 PM,746.8,100,
12/6/2016 8:40:50 PM,663.1,100,
12/6/2016 8:40:51 PM,449.6,100,
12/6/2016 8:40:52 PM,222.1,99.9,
12/6/2016 8:40:53 PM,120.7,83.6,
12/6/2016 8:40:54 PM,79.9,60.6,
12/6/2016 8:40:55 PM,59,46.6,
12/6/2016 8:40:56 PM,46.1,38.5,
12/6/2016 8:40:57 PM,39.9,33.9,
12/6/2016 8:40:58 PM,34.5,28.9,
12/6/2016 8:40:59 PM,29.3,26.1,
12/6/2016 8:41:00 PM,27.2,24.5,
12/6/2016 8:41:01 PM,25.4,23.4,
12/6/2016 8:41:02 PM,24.2,22.7,
12/6/2016 8:41:03 PM,23.5,22.3,
12/6/2016 8:41:04 PM,23,21.9,
12/6/2016 8:41:05 PM,22.6,21.6,
12/6/2016 8:41:06 PM,22.2,21.4,
12/6/2016 8:41:07 PM,22,21.2,
12/6/2016 8:41:08 PM,21.8,21,
12/6/2016 8:41:09 PM,21.9,24,
12/6/2016 8:41:10 PM,25.1,25.4,
12/6/2016 8:41:11 PM,25.9,25.5,
12/6/2016 8:41:12 PM,26.1,25.6,
12/6/2016 8:41:13 PM,69.1,77.7,
12/6/2016 8:41:14 PM,469.1,100,
12/6/2016 8:41:15 PM,575.1,100,
12/6/2016 8:41:16 PM,654.5,100,
12/6/2016 8:41:17 PM,715.2,100,
12/6/2016 8:41:18 PM,741.5,100,
12/6/2016 8:41:19 PM,747.4,100,
12/6/2016 8:41:20 PM,747.4,100,
12/6/2016 8:41:21 PM,747.3,100,
12/6/2016 8:41:22 PM,747.2,100,
12/6/2016 8:41:23 PM,749.1,100,
12/6/2016 8:41:24 PM,760.9,100,
12/6/2016 8:41:25 PM,762.9,100,
12/6/2016 8:41:26 PM,763.8,100,
12/6/2016 8:41:27 PM,764.7,100,
12/6/2016 8:41:28 PM,765.5,100,
12/6/2016 8:41:29 PM,765.7,100,
12/6/2016 8:41:30 PM,765.7,100,
12/6/2016 8:41:31 PM,766,100,
12/6/2016 8:41:32 PM,766.3,100,
12/6/2016 8:41:33 PM,766.7,100,
12/6/2016 8:41:34 PM,766.7,100,
12/6/2016 8:41:35 PM,766.5,100,
12/6/2016 8:41:36 PM,766.4,100,
12/6/2016 8:41:37 PM,766.3,100,
12/6/2016 8:41:38 PM,766.3,100,
12/6/2016 8:41:39 PM,766.2,100,
12/6/2016 8:41:40 PM,766.1,100,
12/6/2016 8:41:41 PM,766.1,100,
12/6/2016 8:41:42 PM,766.2,100,
12/6/2016 8:41:43 PM,766,100,
12/6/2016 8:41:44 PM,766.1,100,
12/6/2016 8:41:45 PM,766,100,
12/6/2016 8:41:46 PM,765.9,100,
12/6/2016 8:41:47 PM,765.7,100,
12/6/2016 8:41:48 PM,765.7,100,
12/6/2016 8:41:49 PM,765.7,100,
12/6/2016 8:41:50 PM,765.6,100,
12/6/2016 8:41:51 PM,765.5,100,
12/6/2016 8:41:52 PM,765.3,100,
12/6/2016 8:41:53 PM,756.8,100,
12/6/2016 8:41:54 PM,747,100,
12/6/2016 8:41:55 PM,746.8,100,
12/6/2016 8:41:56 PM,746.8,100,
12/6/2016 8:41:57 PM,746.8,100,
12/6/2016 8:41:59 PM,746.8,100,
12/6/2016 8:42:00 PM,746.8,100,
12/6/2016 8:42:01 PM,746.8,100,
12/6/2016 8:42:02 PM,746.8,100,
