START_TIME, END_TIME, CHAMBER, RECIPE, LOT_ID, WAFER_ID, SLOT_NUM
1/9/2020 7:51:24 AM,1/9/2020 8:02:08 AM,SDC3,200108 Al 35V  200mA,COSMOS-2,notspecified,05
1/9/2020 7:52:06 AM,104,173.9778,5,35.01,18.8,0.0923,
1/9/2020 7:52:07 AM,105,173.9778,5,35.01,18.8,0.0923,
1/9/2020 7:52:08 AM,100,173.9857,5,35.01,18.8,0.092,
1/9/2020 7:52:09 AM,100,173.9857,5,35.01,18.8,0.092,
1/9/2020 7:52:10 AM,97,173.9857,5.1,35.01,18.8,0.0907,
1/9/2020 7:52:11 AM,101,173.9857,5.1,35.01,18.8,0.0912,
1/9/2020 7:52:12 AM,99,173.9857,5.2,35.01,18.8,0.0912,
1/9/2020 7:52:13 AM,97,173.9933,5.1,35.01,18.8,0.0896,
1/9/2020 7:52:14 AM,100,173.9933,5.1,35.01,18.8,0.0904,
1/9/2020 7:52:15 AM,99,173.9933,5.1,35.01,18.8,0.0904,
1/9/2020 7:52:16 AM,104,173.9933,5.1,35.01,18.8,0.0887,
1/9/2020 7:52:17 AM,99,173.9933,5.1,35.01,18.8,0.0891,
1/9/2020 7:52:18 AM,100,174.0008,5.1,35.01,18.8,0.0891,
1/9/2020 7:52:19 AM,105,174.0008,5.1,35.01,18.8,0.0882,
1/9/2020 7:52:20 AM,101,174.0008,5.1,35.01,18.8,0.0883,
1/9/2020 7:52:21 AM,98,174.0008,5.1,35.01,18.8,0.0883,
1/9/2020 7:52:22 AM,99,174.0008,5.1,35.01,18.8,0.0877,
1/9/2020 7:52:23 AM,100,174.0081,5.1,35.01,18.8,0.0877,
1/9/2020 7:52:24 AM,99,174.0081,5,35.01,18.8,0.0877,
1/9/2020 7:52:25 AM,97,174.0081,5,35.01,18.8,0.0868,
1/9/2020 7:52:26 AM,104,174.0081,5,35.01,18.8,0.0868,
1/9/2020 7:52:27 AM,99,174.0081,5.1,35.01,18.8,0.0868,
1/9/2020 7:52:28 AM,95,174.0156,5.1,35.01,18.8,0.0864,
1/9/2020 7:52:29 AM,100,174.0156,5,35.01,18.8,0.0864,
1/9/2020 7:52:30 AM,97,174.0156,5,35.01,18.8,0.0861,
1/9/2020 7:52:31 AM,96,174.0156,5,35.01,18.8,0.0863,
1/9/2020 7:52:32 AM,96,174.0156,5.1,35.01,18.8,0.0863,
1/9/2020 7:52:33 AM,99,174.0156,5.1,35.01,18.8,0.0853,
1/9/2020 7:52:34 AM,99,174.023,5.1,35.01,18.8,0.0855,
1/9/2020 7:52:35 AM,99,174.023,5.1,35.01,18.8,0.0855,
1/9/2020 7:52:37 AM,103,174.023,5,35.01,18.8,0.0839,
1/9/2020 7:52:38 AM,101,174.023,5,35.01,18.8,0.0844,
1/9/2020 7:52:39 AM,99,174.023,5,35.01,18.8,0.0844,
1/9/2020 7:52:40 AM,100,174.0303,5,35.01,18.8,0.0831,
1/9/2020 7:52:41 AM,98,174.0303,5,35.01,18.8,0.0834,
1/9/2020 7:52:42 AM,104,174.0303,5,35.01,18.8,0.0834,
1/9/2020 7:52:43 AM,97,174.0303,4.9,35.01,18.8,0.0823,
1/9/2020 7:52:44 AM,100,174.0303,4.9,35.01,18.8,0.0825,
1/9/2020 7:52:45 AM,104,174.0372,5,35.01,18.8,0.0825,
1/9/2020 7:52:46 AM,98,174.0372,5,35.01,18.8,0.0819,
1/9/2020 7:52:47 AM,99,174.0372,5.1,35.01,18.8,0.0819,
1/9/2020 7:52:48 AM,104,174.0372,5.1,35.01,18.8,0.0819,
1/9/2020 7:52:49 AM,100,174.0372,5,35.01,18.8,0.0812,
1/9/2020 7:52:50 AM,99,174.0441,5,35.01,18.8,0.0812,
1/9/2020 7:52:51 AM,100,174.0441,5,35.01,18.8,0.0814,
1/9/2020 7:52:52 AM,102,174.0441,5.1,35.01,18.8,0.0803,
1/9/2020 7:52:53 AM,100,174.0441,5.1,35.01,18.8,0.0803,
1/9/2020 7:52:54 AM,98,174.0441,5,35.01,18.8,0.0803,
1/9/2020 7:52:55 AM,102,174.0508,5,35.01,18.8,0.0798,
1/9/2020 7:52:56 AM,103,174.0508,5,35.01,18.8,0.0798,
1/9/2020 7:52:57 AM,100,174.0508,5,35.01,18.8,0.0796,
1/9/2020 7:52:58 AM,99,174.0508,5,35.01,18.8,0.0795,
1/9/2020 7:52:59 AM,100,174.0575,5,35.01,18.8,0.0795,
1/9/2020 7:53:00 AM,101,174.0575,5,35.01,18.8,0.079,
1/9/2020 7:53:01 AM,101,174.0575,5.1,35.01,18.8,0.079,
1/9/2020 7:53:02 AM,99,174.0575,5,35.01,18.8,0.079,
1/9/2020 7:53:03 AM,99,174.0575,5,35.01,18.8,0.0784,
1/9/2020 7:53:04 AM,102,174.0575,5.1,35.01,18.8,0.0784,
1/9/2020 7:53:05 AM,100,174.0643,5.1,35.01,18.8,0.0785,
1/9/2020 7:53:06 AM,103,174.0643,5,35.01,18.8,0.0774,
1/9/2020 7:53:07 AM,105,174.0643,5,35.01,18.8,0.0774,
1/9/2020 7:53:08 AM,99,174.0643,5,35.01,18.8,0.0777,
1/9/2020 7:53:09 AM,101,174.0643,5,35.01,18.8,0.0765,
1/9/2020 7:53:10 AM,101,174.0709,5,35.01,18.8,0.0765,
1/9/2020 7:53:11 AM,95,174.0709,5,35.01,18.8,0.0771,
1/9/2020 7:53:12 AM,100,174.0709,5,35.01,18.8,0.0757,
1/9/2020 7:53:13 AM,99,174.0709,5.1,35.01,18.8,0.0757,
1/9/2020 7:53:14 AM,103,174.0709,5,35.01,18.8,0.076,
1/9/2020 7:53:15 AM,102,174.0773,5,35.01,18.8,0.0752,
1/9/2020 7:53:16 AM,99,174.0773,5.2,35.01,18.8,0.0752,
1/9/2020 7:53:17 AM,96,174.0773,5.2,35.01,18.8,0.0752,
1/9/2020 7:53:18 AM,98,174.0773,5.1,35.01,18.8,0.0747,
1/9/2020 7:53:19 AM,103,174.0773,5.1,35.01,18.8,0.0747,
1/9/2020 7:53:20 AM,104,174.0836,5.1,35.01,18.8,0.0747,
1/9/2020 7:53:21 AM,100,174.0836,5.1,35.01,18.8,0.0747,
1/9/2020 7:53:22 AM,98,174.0836,5.1,35.01,18.8,0.0743,
1/9/2020 7:53:23 AM,101,174.0836,5.1,35.01,18.8,0.0741,
1/9/2020 7:53:24 AM,100,174.0836,5.1,35.01,18.8,0.0741,
1/9/2020 7:53:25 AM,99,174.0899,5.2,35.01,18.8,0.0731,
1/9/2020 7:53:26 AM,103,174.0899,5.1,35.01,18.8,0.0735,
1/9/2020 7:53:27 AM,97,174.0899,5.1,35.01,18.8,0.0735,
1/9/2020 7:53:28 AM,100,174.0899,5,35.01,18.8,0.0725,
1/9/2020 7:53:29 AM,100,174.0899,5,35.01,18.8,0.0727,
1/9/2020 7:53:30 AM,100,174.0962,5,35.01,18.8,0.0727,
1/9/2020 7:53:31 AM,101,174.0962,5,35.01,18.8,0.0722,
1/9/2020 7:53:32 AM,104,174.0962,5,35.01,18.8,0.0724,
1/9/2020 7:53:33 AM,104,174.0962,5,35.01,18.8,0.0724,
1/9/2020 7:53:34 AM,100,174.0962,5,35.01,18.8,0.0722,
1/9/2020 7:53:35 AM,98,174.1024,5,35.01,18.8,0.0711,
1/9/2020 7:53:36 AM,102,174.1024,5,35.01,18.8,0.0711,
1/9/2020 7:53:37 AM,101,174.1024,5.1,35.01,18.8,0.0716,
1/9/2020 7:53:38 AM,100,174.1024,5.1,35.01,18.8,0.0716,
1/9/2020 7:53:39 AM,102,174.1024,5.1,35.01,18.8,0.0708,
1/9/2020 7:53:40 AM,99,174.1084,5.1,35.01,18.8,0.0711,
1/9/2020 7:53:41 AM,99,174.1084,5.1,35.01,18.8,0.0711,
1/9/2020 7:53:42 AM,102,174.1084,4.9,35.01,18.8,0.0701,
1/9/2020 7:53:43 AM,101,174.1084,5,35.01,18.8,0.0705,
1/9/2020 7:53:44 AM,100,174.1084,5,35.01,18.8,0.0705,
1/9/2020 7:53:45 AM,95,174.1143,5,35.01,18.8,0.0692,
1/9/2020 7:53:46 AM,96,174.1143,5,35.01,18.8,0.0695,
1/9/2020 7:53:47 AM,99,174.1143,5,35.01,18.8,0.0695,
1/9/2020 7:53:48 AM,104,174.1143,5,35.01,18.8,0.0687,
1/9/2020 7:53:49 AM,99,174.1143,5,35.01,18.8,0.069,
1/9/2020 7:53:50 AM,102,174.1201,5,35.01,18.8,0.069,
1/9/2020 7:53:51 AM,104,174.1201,5,35.01,18.8,0.0679,
1/9/2020 7:53:52 AM,101,174.1201,4.9,35.01,18.8,0.0682,
1/9/2020 7:53:53 AM,100,174.1201,4.9,35.01,18.8,0.0682,
1/9/2020 7:53:54 AM,100,174.1201,4.9,35.01,18.8,0.0674,
1/9/2020 7:53:55 AM,99,174.126,4.9,35.01,18.8,0.0674,
1/9/2020 7:53:56 AM,98,174.126,4.9,35.01,18.8,0.0674,
1/9/2020 7:53:57 AM,99,174.126,4.9,35.01,18.8,0.0671,
1/9/2020 7:53:58 AM,101,174.126,4.9,35.01,18.8,0.0671,
1/9/2020 7:53:59 AM,100,174.126,5,35.01,18.8,0.067,
1/9/2020 7:54:00 AM,100,174.1317,5,35.01,18.8,0.0671,
1/9/2020 7:54:01 AM,96,174.1317,5,35.01,18.8,0.0671,
1/9/2020 7:54:02 AM,99,174.1317,5,35.01,18.8,0.0663,
1/9/2020 7:54:03 AM,100,174.1317,5,35.01,18.8,0.0665,
1/9/2020 7:54:04 AM,101,174.1317,5.1,35.01,18.8,0.0665,
1/9/2020 7:54:05 AM,99,174.1373,5.1,35.01,18.8,0.0654,
1/9/2020 7:54:06 AM,98,174.1373,5,35.01,18.8,0.0662,
1/9/2020 7:54:07 AM,104,174.1373,5,35.01,18.8,0.0662,
1/9/2020 7:54:08 AM,101,174.1373,5,35.01,18.8,0.0652,
1/9/2020 7:54:09 AM,102,174.1373,5,35.01,18.8,0.0654,
1/9/2020 7:54:10 AM,99,174.1429,5,35.01,18.8,0.0654,
1/9/2020 7:54:11 AM,97,174.1429,5,35.01,18.8,0.0644,
1/9/2020 7:54:12 AM,100,174.1429,5,35.01,18.8,0.0644,
1/9/2020 7:54:13 AM,95,174.1429,5,35.01,18.8,0.0648,
1/9/2020 7:54:14 AM,105,174.1429,5.1,35.01,18.8,0.0643,
1/9/2020 7:54:15 AM,100,174.1483,5.1,35.01,18.8,0.0643,
1/9/2020 7:54:16 AM,100,174.1483,5.1,35.01,18.8,0.0644,
1/9/2020 7:54:18 AM,105,174.1483,5.1,35.01,18.8,0.0633,
1/9/2020 7:54:19 AM,98,174.1483,5.1,35.01,18.8,0.0633,
1/9/2020 7:54:20 AM,95,174.1483,5.1,35.01,18.8,0.0638,
1/9/2020 7:54:21 AM,97,174.1538,5.1,35.01,18.8,0.0627,
1/9/2020 7:54:22 AM,99,174.1538,5.1,35.01,18.8,0.0627,
1/9/2020 7:54:23 AM,100,174.1538,5.1,35.01,18.8,0.0633,
1/9/2020 7:54:24 AM,95,174.1538,5.1,35.01,18.8,0.0624,
1/9/2020 7:54:25 AM,101,174.1538,5.1,35.01,18.8,0.0624,
1/9/2020 7:54:26 AM,98,174.1592,5,35.01,18.8,0.0624,
1/9/2020 7:54:27 AM,98,174.1592,5,35.01,18.8,0.0616,
1/9/2020 7:54:28 AM,100,174.1592,5,35.01,18.8,0.0616,
1/9/2020 7:54:29 AM,97,174.1592,5.1,35.01,18.8,0.0619,
1/9/2020 7:54:30 AM,95,174.1592,5.1,35.01,18.8,0.0613,
1/9/2020 7:54:31 AM,96,174.1643,5.1,35.01,18.8,0.0613,
1/9/2020 7:54:32 AM,99,174.1643,5,35.01,18.8,0.0611,
1/9/2020 7:54:33 AM,100,174.1643,5,35.01,18.8,0.0608,
1/9/2020 7:54:34 AM,99,174.1643,5.1,35.01,18.8,0.0608,
1/9/2020 7:54:35 AM,99,174.1643,5.1,35.01,18.8,0.0606,
1/9/2020 7:54:36 AM,104,174.1696,5,35.01,18.8,0.0606,
1/9/2020 7:54:37 AM,100,174.1696,5,35.01,18.8,0.0608,
1/9/2020 7:54:38 AM,100,174.1696,5,35.01,18.8,0.0605,
1/9/2020 7:54:39 AM,98,174.1696,5.1,35.01,18.8,0.0605,
1/9/2020 7:54:40 AM,95,174.1696,5.1,35.01,18.8,0.06,
1/9/2020 7:54:41 AM,98,174.1748,5.1,35.01,18.8,0.0597,
1/9/2020 7:54:42 AM,99,174.1748,5.1,35.01,18.8,0.0597,
1/9/2020 7:54:43 AM,102,174.1748,5.2,35.01,18.8,0.06,
1/9/2020 7:54:44 AM,99,174.1748,5.1,35.01,18.8,0.0592,
1/9/2020 7:54:45 AM,99,174.1748,5.1,35.01,18.8,0.0592,
1/9/2020 7:54:46 AM,104,174.1798,5.1,35.01,18.8,0.0595,
1/9/2020 7:54:47 AM,100,174.1798,5.1,35.01,18.8,0.0586,
1/9/2020 7:54:48 AM,99,174.1798,5.1,35.01,18.8,0.0586,
1/9/2020 7:54:49 AM,102,174.1798,5.1,35.01,18.8,0.0589,
1/9/2020 7:54:50 AM,100,174.1798,5.1,35.01,18.8,0.0579,
1/9/2020 7:54:51 AM,101,174.1798,5.1,35.01,18.8,0.0579,
1/9/2020 7:54:52 AM,101,174.1848,5.1,35.01,18.8,0.0584,
1/9/2020 7:54:53 AM,99,174.1848,5,35.01,18.8,0.0575,
1/9/2020 7:54:54 AM,99,174.1848,5,35.01,18.8,0.0575,
1/9/2020 7:54:55 AM,100,174.1848,5,35.01,18.8,0.0575,
1/9/2020 7:54:56 AM,100,174.1897,5,35.01,18.8,0.0575,
1/9/2020 7:54:57 AM,99,174.1897,5,35.01,18.8,0.057,
1/9/2020 7:54:58 AM,100,174.1897,5,35.01,18.8,0.057,
1/9/2020 7:54:59 AM,103,174.1897,5,35.01,18.8,0.057,
1/9/2020 7:55:00 AM,98,174.1897,5.1,35.01,18.8,0.0571,
1/9/2020 7:55:01 AM,96,174.1897,5.1,35.01,18.8,0.0567,
1/9/2020 7:55:02 AM,104,174.1946,5.1,35.01,18.8,0.0567,
1/9/2020 7:55:03 AM,99,174.1946,5,35.01,18.8,0.057,
1/9/2020 7:55:04 AM,102,174.1946,5,35.01,18.8,0.0562,
1/9/2020 7:55:05 AM,97,174.1946,5,35.01,18.8,0.0562,
1/9/2020 7:55:06 AM,99,174.1946,5,35.01,18.8,0.0564,
1/9/2020 7:55:07 AM,99,174.1993,5,35.01,18.8,0.0552,
1/9/2020 7:55:08 AM,102,174.1993,4.9,35.01,18.8,0.0552,
1/9/2020 7:55:09 AM,102,174.1993,4.9,35.01,18.8,0.0559,
1/9/2020 7:55:10 AM,102,174.1993,4.9,35.01,18.8,0.0549,
1/9/2020 7:55:11 AM,97,174.1993,4.9,35.01,18.8,0.0549,
1/9/2020 7:55:12 AM,102,174.204,5,35.01,18.8,0.0552,
1/9/2020 7:55:13 AM,99,174.204,5,35.01,18.8,0.0552,
1/9/2020 7:55:14 AM,100,174.204,5,35.01,18.8,0.0545,
1/9/2020 7:55:15 AM,105,174.204,5.1,35.01,18.8,0.0545,
1/9/2020 7:55:16 AM,99,174.204,5.1,35.01,18.8,0.0545,
1/9/2020 7:55:17 AM,100,174.2086,5,35.01,18.8,0.054,
1/9/2020 7:55:18 AM,99,174.2086,5,35.01,18.8,0.054,
1/9/2020 7:55:19 AM,99,174.2086,5.1,35.01,18.8,0.054,
1/9/2020 7:55:20 AM,99,174.2086,5,35.01,18.8,0.0538,
1/9/2020 7:55:21 AM,105,174.2086,5,35.01,18.8,0.0533,
1/9/2020 7:55:22 AM,99,174.2131,5.1,35.01,18.8,0.0533,
1/9/2020 7:55:23 AM,102,174.2131,5.1,35.01,18.8,0.0533,
1/9/2020 7:55:24 AM,98,174.2131,5,35.01,18.8,0.053,
1/9/2020 7:55:25 AM,99,174.2131,4.9,35.01,18.8,0.053,
1/9/2020 7:55:26 AM,99,174.2175,4.9,35.01,18.8,0.0533,
1/9/2020 7:55:27 AM,95,174.2175,4.9,35.01,18.8,0.0526,
1/9/2020 7:55:28 AM,103,174.2175,4.9,35.01,18.8,0.0526,
1/9/2020 7:55:29 AM,99,174.2175,5,35.01,18.8,0.0529,
1/9/2020 7:55:30 AM,97,174.2175,5,35.01,18.8,0.0529,
1/9/2020 7:55:31 AM,99,174.2219,5.1,35.01,18.8,0.0522,
1/9/2020 7:55:32 AM,99,174.2219,5.1,35.01,18.8,0.0522,
1/9/2020 7:55:33 AM,97,174.2219,5.1,35.01,18.8,0.0522,
1/9/2020 7:55:34 AM,106,174.2219,5.1,35.01,18.8,0.0521,
1/9/2020 7:55:35 AM,99,174.2219,5.1,35.01,18.8,0.0513,
1/9/2020 7:55:36 AM,98,174.2263,5.1,35.01,18.8,0.0513,
1/9/2020 7:55:37 AM,97,174.2263,5,35.01,18.8,0.0514,
1/9/2020 7:55:38 AM,98,174.2263,5,35.01,18.8,0.0513,
1/9/2020 7:55:39 AM,98,174.2263,5,35.01,18.8,0.0513,
1/9/2020 7:55:40 AM,95,174.2263,5,35.01,18.8,0.051,
1/9/2020 7:55:41 AM,97,174.2306,5.1,35.01,18.8,0.0508,
1/9/2020 7:55:42 AM,101,174.2306,5.1,35.01,18.7,0.0508,
1/9/2020 7:55:43 AM,95,174.2306,5.1,35.01,18.8,0.0505,
1/9/2020 7:55:44 AM,99,174.2306,5,35.01,18.8,0.0508,
1/9/2020 7:55:45 AM,99,174.2306,5,35.01,18.8,0.0508,
1/9/2020 7:55:46 AM,98,174.2306,5,35.01,18.8,0.0499,
1/9/2020 7:55:47 AM,98,174.2349,5,35.01,18.8,0.0505,
1/9/2020 7:55:48 AM,99,174.2349,5.1,35.01,18.8,0.0505,
1/9/2020 7:55:49 AM,97,174.2349,5.1,35.01,18.8,0.0497,
1/9/2020 7:55:50 AM,99,174.2349,5.1,35.01,18.8,0.0497,
1/9/2020 7:55:51 AM,98,174.2391,5.2,35.01,18.7,0.0497,
1/9/2020 7:55:52 AM,101,174.2391,5.2,35.01,18.8,0.0491,
1/9/2020 7:55:53 AM,97,174.2391,5.1,35.01,18.8,0.0491,
1/9/2020 7:55:54 AM,100,174.2391,5.1,35.01,18.8,0.0491,
1/9/2020 7:55:55 AM,97,174.2391,5,35.01,18.8,0.0489,
1/9/2020 7:55:56 AM,95,174.2432,5,35.01,18.8,0.0489,
1/9/2020 7:55:57 AM,98,174.2432,5,35.01,18.8,0.0488,
1/9/2020 7:55:58 AM,98,174.2432,5.1,35.01,18.8,0.0489,
1/9/2020 7:56:00 AM,97,174.2432,5.1,35.01,18.8,0.0489,
1/9/2020 7:56:01 AM,99,174.2432,5.1,35.01,18.8,0.0484,
1/9/2020 7:56:02 AM,104,174.2473,5.1,35.01,18.8,0.0486,
1/9/2020 7:56:03 AM,99,174.2473,5.1,35.01,18.8,0.0486,
1/9/2020 7:56:04 AM,101,174.2473,5.1,35.01,18.8,0.048,
1/9/2020 7:56:05 AM,99,174.2473,5.1,35.01,18.7,0.0483,
1/9/2020 7:56:06 AM,97,174.2473,5,35.01,18.8,0.0483,
1/9/2020 7:56:07 AM,100,174.2513,5,35.01,18.8,0.0473,
1/9/2020 7:56:08 AM,99,174.2513,5,35.01,18.8,0.0473,
1/9/2020 7:56:09 AM,95,174.2513,5.1,35.01,18.8,0.0478,
1/9/2020 7:56:10 AM,99,174.2513,5.1,35.01,18.8,0.047,
1/9/2020 7:56:11 AM,101,174.2513,5.1,35.01,18.8,0.047,
1/9/2020 7:56:12 AM,99,174.2513,5.1,35.01,18.8,0.047,
1/9/2020 7:56:13 AM,95,174.2554,5,35.01,18.8,0.0464,
1/9/2020 7:56:14 AM,99,174.2554,5.1,35.01,18.8,0.0464,
1/9/2020 7:56:15 AM,105,174.2554,5.1,35.01,18.8,0.0465,
1/9/2020 7:56:16 AM,103,174.2554,5,35.01,18.8,0.0464,
1/9/2020 7:56:17 AM,101,174.2554,5,35.01,18.7,0.0464,
1/9/2020 7:56:18 AM,101,174.2594,5,35.01,18.8,0.0464,
1/9/2020 7:56:19 AM,96,174.2594,5,35.01,18.8,0.0464,
1/9/2020 7:56:20 AM,101,174.2594,5,35.01,18.8,0.0464,
1/9/2020 7:56:21 AM,102,174.2594,5.1,35.01,18.7,0.0459,
1/9/2020 7:56:22 AM,104,174.2594,5.1,35.01,18.8,0.0459,
1/9/2020 7:56:23 AM,100,174.2633,5.1,35.01,18.8,0.0459,
1/9/2020 7:56:24 AM,100,174.2633,5.1,35.01,18.7,0.0454,
1/9/2020 7:56:25 AM,97,174.2633,5,35.01,18.8,0.0454,
1/9/2020 7:56:26 AM,100,174.2633,5,35.01,18.8,0.0457,
1/9/2020 7:56:27 AM,99,174.2633,5,35.01,18.7,0.045,
1/9/2020 7:56:28 AM,105,174.2671,5.1,35.01,18.8,0.045,
1/9/2020 7:56:29 AM,99,174.2671,5.1,35.009,18.8,0.0453,
1/9/2020 7:56:30 AM,101,174.2671,5.1,35.01,18.8,0.0445,
1/9/2020 7:56:31 AM,103,174.2671,5.1,35.01,18.7,0.0445,
1/9/2020 7:56:32 AM,98,174.2671,5.1,35.01,18.8,0.0448,
1/9/2020 7:56:33 AM,99,174.2708,5.1,35.01,18.8,0.0443,
1/9/2020 7:56:34 AM,100,174.2708,5.1,35.01,18.8,0.0443,
1/9/2020 7:56:35 AM,104,174.2708,5,35.01,18.8,0.0445,
1/9/2020 7:56:36 AM,100,174.2708,5,35.01,18.8,0.044,
1/9/2020 7:56:37 AM,99,174.2708,5,35.01,18.8,0.044,
1/9/2020 7:56:38 AM,99,174.2746,5,35.01,18.8,0.0438,
1/9/2020 7:56:39 AM,99,174.2746,5,35.01,18.8,0.0438,
1/9/2020 7:56:40 AM,98,174.2746,4.9,35.01,18.8,0.0438,
1/9/2020 7:56:41 AM,105,174.2746,4.9,35.01,18.8,0.0437,
1/9/2020 7:56:42 AM,100,174.2746,4.9,35.01,18.8,0.044,
1/9/2020 7:56:43 AM,99,174.2782,4.9,35.01,18.8,0.044,
1/9/2020 7:56:44 AM,102,174.2782,4.9,35.01,18.8,0.0432,
1/9/2020 7:56:45 AM,100,174.2782,5,35.01,18.8,0.0432,
1/9/2020 7:56:46 AM,101,174.2782,5,35.01,18.8,0.0434,
1/9/2020 7:56:47 AM,105,174.2782,4.9,35.01,18.8,0.0429,
1/9/2020 7:56:48 AM,100,174.2819,4.9,35.01,18.8,0.0429,
1/9/2020 7:56:49 AM,101,174.2819,5.1,35.01,18.8,0.0431,
1/9/2020 7:56:50 AM,95,174.2819,5,35.01,18.8,0.0424,
1/9/2020 7:56:51 AM,99,174.2819,5,35.01,18.8,0.0424,
1/9/2020 7:56:52 AM,98,174.2855,5,35.01,18.8,0.0427,
1/9/2020 7:56:53 AM,104,174.2855,5,35.01,18.8,0.0419,
1/9/2020 7:56:54 AM,99,174.2855,5.1,35.01,18.8,0.0419,
1/9/2020 7:56:55 AM,100,174.2855,5.1,35.01,18.8,0.0423,
1/9/2020 7:56:56 AM,102,174.2855,5.1,35.01,18.8,0.0418,
1/9/2020 7:56:57 AM,97,174.289,5.1,35.01,18.8,0.0418,
1/9/2020 7:56:58 AM,99,174.289,5.1,35.01,18.8,0.0418,
1/9/2020 7:56:59 AM,105,174.289,5.1,35.01,18.8,0.0418,
1/9/2020 7:57:00 AM,95,174.289,5.1,35.01,18.8,0.0415,
1/9/2020 7:57:01 AM,102,174.289,5,35.01,18.8,0.0416,
1/9/2020 7:57:02 AM,99,174.2925,5,35.01,18.8,0.0416,
1/9/2020 7:57:03 AM,97,174.2925,5,35.01,18.8,0.041,
1/9/2020 7:57:04 AM,99,174.2925,5.1,35.01,18.7,0.0413,
1/9/2020 7:57:05 AM,97,174.2925,5.1,35.01,18.8,0.0413,
1/9/2020 7:57:06 AM,95,174.2925,5.1,35.01,18.8,0.0407,
1/9/2020 7:57:07 AM,100,174.2959,5.1,35.01,18.7,0.0412,
1/9/2020 7:57:08 AM,99,174.2959,5.1,35.01,18.8,0.0412,
1/9/2020 7:57:09 AM,96,174.2959,5,35.01,18.8,0.0404,
1/9/2020 7:57:10 AM,100,174.2959,5,35.01,18.7,0.0407,
1/9/2020 7:57:11 AM,99,174.2959,5.1,35.01,18.8,0.0407,
1/9/2020 7:57:12 AM,105,174.2993,5.1,35.01,18.8,0.04,
